evidence_type,unique_ref_id,unique_ref_title,comparator_ref_id,comparator_ref_title,association_count,unique_ref,comparator_ref
IEA,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,33856,"GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms.","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,1507,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000033,Annotation inferences using phylogenetic trees,919,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,2712,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,2530,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping"
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",2712,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,2570,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,2027,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",2712,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000115,Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms,2712,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000115
Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms"
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000116,Automatic Gene Ontology annotation based on Rhea mapping.,1239,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000116
Automatic Gene Ontology annotation based on Rhea mapping."
IEA,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,1998,"GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,695,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,948,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping"
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000033,Annotation inferences using phylogenetic trees,535,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,782,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping"
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",967,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,893,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,751,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",965,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000115,Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms,967,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000115
Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms"
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000116,Automatic Gene Ontology annotation based on Rhea mapping.,955,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000116
Automatic Gene Ontology annotation based on Rhea mapping."
IEA,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,816,"GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping.","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,47445,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,74697,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping"
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000033,Annotation inferences using phylogenetic trees,41668,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,78467,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",48932,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,74987,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,64159,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",77375,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000115,Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms,79060,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000115
Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms"
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000116,Automatic Gene Ontology annotation based on Rhea mapping.,76134,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000116
Automatic Gene Ontology annotation based on Rhea mapping."
IEA,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,65082,"GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,23861,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,26951,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping"
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000033,Annotation inferences using phylogenetic trees,15486,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,26951,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,8938,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping"
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,25990,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,21174,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",26873,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000115,Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms,26951,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000115
Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms"
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000116,Automatic Gene Ontology annotation based on Rhea mapping.,26951,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000116
Automatic Gene Ontology annotation based on Rhea mapping."
IEA,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,22757,"GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,1810,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,4136,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping"
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000033,Annotation inferences using phylogenetic trees,2210,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,4277,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,1900,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping"
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",3376,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,3240,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",4328,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000115,Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms,4336,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000115
Automatic Gene Ontology annotation of non-coding RNA sequences through association of Rfam records with GO terms"
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000116,Automatic Gene Ontology annotation based on Rhea mapping.,4249,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000116
Automatic Gene Ontology annotation based on Rhea mapping."
IEA,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,3766,"GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.","GO_REF:0000117
Electronic Gene Ontology annotations created by ARBA machine learning models"
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,68293,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000002
Gene Ontology annotation through association of InterPro records with GO terms."
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000003,Gene Ontology annotation based on Enzyme Commission mapping,72874,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000003
Gene Ontology annotation based on Enzyme Commission mapping"
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000033,Annotation inferences using phylogenetic trees,54089,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000033
Annotation inferences using phylogenetic trees"
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000041,Gene Ontology annotation based on UniPathway vocabulary mapping.,73868,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000041
Gene Ontology annotation based on UniPathway vocabulary mapping."
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,67133,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000043
Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping"
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",67468,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000044
Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt."
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000104,Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features.,72987,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000104
Electronic Gene Ontology annotations created by transferring manual GO annotations between related proteins based on shared sequence features."
IEA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",73928,"GO_REF:0000107
Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.","GO_REF:0000108
Automatic assignment of GO terms using logical inference, based on on inter-ontology links."
