evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",13243,InterPro2GO
IEA,GO_REF:0000002,GO:0003712,transcription coregulator activity,13146,InterPro2GO
IEA,GO_REF:0000002,GO:0005576,extracellular region,12896,InterPro2GO
IEA,GO_REF:0000002,GO:0043565,sequence-specific DNA binding,12666,InterPro2GO
IEA,GO_REF:0000002,GO:0008017,microtubule binding,12520,InterPro2GO
IEA,GO_REF:0000002,GO:0007264,small GTPase-mediated signal transduction,12491,InterPro2GO
IEA,GO_REF:0000002,GO:0030527,structural constituent of chromatin,11819,InterPro2GO
IEA,GO_REF:0000002,GO:0008171,O-methyltransferase activity,11682,InterPro2GO
IEA,GO_REF:0000002,GO:0035091,phosphatidylinositol binding,11604,InterPro2GO
IEA,GO_REF:0000002,GO:0006396,RNA processing,11601,InterPro2GO
IEA,GO_REF:0000002,GO:0016788,"hydrolase activity, acting on ester bonds",11441,InterPro2GO
IEA,GO_REF:0000002,GO:0008237,metallopeptidase activity,11138,InterPro2GO
IEA,GO_REF:0000002,GO:0035673,oligopeptide transmembrane transporter activity,11115,InterPro2GO
IEA,GO_REF:0000002,GO:0009116,nucleoside metabolic process,11041,InterPro2GO
IEA,GO_REF:0000002,GO:0005085,guanyl-nucleotide exchange factor activity,11021,InterPro2GO
IEA,GO_REF:0000002,GO:0004222,metalloendopeptidase activity,11018,InterPro2GO
IEA,GO_REF:0000002,GO:0016592,mediator complex,11016,InterPro2GO
IEA,GO_REF:0000002,GO:0043386,mycotoxin biosynthetic process,10650,InterPro2GO
IEA,GO_REF:0000002,GO:0019901,protein kinase binding,10550,InterPro2GO
IEA,GO_REF:0000002,GO:0004252,serine-type endopeptidase activity,10526,InterPro2GO
IEA,GO_REF:0000002,GO:0007018,microtubule-based movement,10132,InterPro2GO
IEA,GO_REF:0000002,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",9843,InterPro2GO
IEA,GO_REF:0000002,GO:0030248,cellulose binding,9772,InterPro2GO
IEA,GO_REF:0000002,GO:0006281,DNA repair,9771,InterPro2GO
IEA,GO_REF:0000002,GO:0016846,carbon-sulfur lyase activity,9584,InterPro2GO
IEA,GO_REF:0000002,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,9263,InterPro2GO
IEA,GO_REF:0000002,GO:0035556,intracellular signal transduction,8996,InterPro2GO
IEA,GO_REF:0000002,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,8907,InterPro2GO
IEA,GO_REF:0000002,GO:0043130,ubiquitin binding,8855,InterPro2GO
IEA,GO_REF:0000002,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",8615,InterPro2GO
IEA,GO_REF:0000002,GO:0000398,"mRNA splicing, via spliceosome",8545,InterPro2GO
IEA,GO_REF:0000002,GO:0006338,chromatin remodeling,8281,InterPro2GO
IEA,GO_REF:0000002,GO:0042626,ATPase-coupled transmembrane transporter activity,8083,InterPro2GO
IEA,GO_REF:0000002,GO:0061630,ubiquitin protein ligase activity,8064,InterPro2GO
IEA,GO_REF:0000002,GO:0016567,protein ubiquitination,8006,InterPro2GO
IEA,GO_REF:0000002,GO:0008233,peptidase activity,7886,InterPro2GO
IEA,GO_REF:0000002,GO:0007166,cell surface receptor signaling pathway,7424,InterPro2GO
IEA,GO_REF:0000002,GO:0003684,damaged DNA binding,7395,InterPro2GO
IEA,GO_REF:0000002,GO:0005198,structural molecule activity,7277,InterPro2GO
IEA,GO_REF:0000002,GO:0048038,quinone binding,7100,InterPro2GO
IEA,GO_REF:0000002,GO:0008235,metalloexopeptidase activity,7014,InterPro2GO
IEA,GO_REF:0000002,GO:0019752,carboxylic acid metabolic process,7012,InterPro2GO
IEA,GO_REF:0000002,GO:0008081,phosphoric diester hydrolase activity,6920,InterPro2GO
IEA,GO_REF:0000002,GO:0008236,serine-type peptidase activity,6850,InterPro2GO
IEA,GO_REF:0000002,GO:0030983,mismatched DNA binding,6792,InterPro2GO
IEA,GO_REF:0000002,GO:0008610,lipid biosynthetic process,6785,InterPro2GO
IEA,GO_REF:0000002,GO:0000155,phosphorelay sensor kinase activity,6763,InterPro2GO
IEA,GO_REF:0000002,GO:0051603,proteolysis involved in protein catabolic process,6738,InterPro2GO
IEA,GO_REF:0000002,GO:0006979,response to oxidative stress,6478,InterPro2GO
IEA,GO_REF:0000002,GO:0000049,tRNA binding,6455,InterPro2GO
IEA,GO_REF:0000002,GO:0030976,thiamine pyrophosphate binding,6417,InterPro2GO
IEA,GO_REF:0000002,GO:0016052,carbohydrate catabolic process,6417,InterPro2GO
IEA,GO_REF:0000002,GO:0006397,mRNA processing,6410,InterPro2GO
IEA,GO_REF:0000002,GO:0006364,rRNA processing,6332,InterPro2GO
IEA,GO_REF:0000002,GO:0006289,nucleotide-excision repair,6266,InterPro2GO
IEA,GO_REF:0000002,GO:0043531,ADP binding,6188,InterPro2GO
IEA,GO_REF:0000002,GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,6166,InterPro2GO
IEA,GO_REF:0000002,GO:0002161,aminoacyl-tRNA deacylase activity,6119,InterPro2GO
IEA,GO_REF:0000002,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,6078,InterPro2GO
IEA,GO_REF:0000002,GO:0030145,manganese ion binding,6046,InterPro2GO
IEA,GO_REF:0000002,GO:0006606,protein import into nucleus,5966,InterPro2GO
IEA,GO_REF:0000002,GO:0015078,proton transmembrane transporter activity,5862,InterPro2GO
IEA,GO_REF:0000002,GO:0030151,molybdenum ion binding,5849,InterPro2GO
IEA,GO_REF:0000002,GO:0051087,protein-folding chaperone binding,5803,InterPro2GO
IEA,GO_REF:0000002,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",5674,InterPro2GO
IEA,GO_REF:0000002,GO:0003779,actin binding,5662,InterPro2GO
IEA,GO_REF:0000002,GO:0043022,ribosome binding,5633,InterPro2GO
IEA,GO_REF:0000002,GO:0003729,mRNA binding,5629,InterPro2GO
IEA,GO_REF:0000002,GO:0015297,antiporter activity,5615,InterPro2GO
IEA,GO_REF:0000002,GO:0033179,"proton-transporting V-type ATPase, V0 domain",5411,InterPro2GO
IEA,GO_REF:0000002,GO:0008608,attachment of spindle microtubules to kinetochore,5311,InterPro2GO
IEA,GO_REF:0000002,GO:0030001,metal ion transport,5308,InterPro2GO
IEA,GO_REF:0000002,GO:1902600,proton transmembrane transport,5306,InterPro2GO
IEA,GO_REF:0000002,GO:0046873,metal ion transmembrane transporter activity,5297,InterPro2GO
IEA,GO_REF:0000002,GO:0030117,membrane coat,5211,InterPro2GO
IEA,GO_REF:0000002,GO:0000723,telomere maintenance,5172,InterPro2GO
IEA,GO_REF:0000002,GO:0019843,rRNA binding,5121,InterPro2GO
IEA,GO_REF:0000002,GO:0003682,chromatin binding,5120,InterPro2GO
IEA,GO_REF:0000002,GO:0003697,single-stranded DNA binding,5117,InterPro2GO
IEA,GO_REF:0000002,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",5114,InterPro2GO
IEA,GO_REF:0000002,GO:0006139,nucleobase-containing compound metabolic process,5062,InterPro2GO
IEA,GO_REF:0000002,GO:0000160,phosphorelay signal transduction system,5055,InterPro2GO
IEA,GO_REF:0000002,GO:0045292,"mRNA cis splicing, via spliceosome",5042,InterPro2GO
IEA,GO_REF:0000002,GO:0072686,mitotic spindle,5032,InterPro2GO
IEA,GO_REF:0000002,GO:0000922,spindle pole,5017,InterPro2GO
IEA,GO_REF:0000002,GO:0032012,regulation of ARF protein signal transduction,4974,InterPro2GO
IEA,GO_REF:0000002,GO:0016579,protein deubiquitination,4972,InterPro2GO
IEA,GO_REF:0000002,GO:0005199,structural constituent of cell wall,4930,InterPro2GO
IEA,GO_REF:0000002,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,4923,InterPro2GO
IEA,GO_REF:0000002,GO:0015095,magnesium ion transmembrane transporter activity,4873,InterPro2GO
IEA,GO_REF:0000002,GO:0031625,ubiquitin protein ligase binding,4869,InterPro2GO
IEA,GO_REF:0000002,GO:0070006,metalloaminopeptidase activity,4859,InterPro2GO
IEA,GO_REF:0000002,GO:0003777,microtubule motor activity,4844,InterPro2GO
IEA,GO_REF:0000002,GO:0008374,O-acyltransferase activity,4763,InterPro2GO
IEA,GO_REF:0000002,GO:0006334,nucleosome assembly,4746,InterPro2GO
IEA,GO_REF:0000002,GO:0009277,fungal-type cell wall,4616,InterPro2GO
IEA,GO_REF:0000002,GO:0045271,respiratory chain complex I,4550,InterPro2GO
IEA,GO_REF:0000002,GO:0008199,ferric iron binding,4548,InterPro2GO
IEA,GO_REF:0000002,GO:0009055,electron transfer activity,4547,InterPro2GO
IEA,GO_REF:0000002,GO:0018580,nitronate monooxygenase activity,4534,InterPro2GO
IEA,GO_REF:0000002,GO:0031072,heat shock protein binding,4528,InterPro2GO
IEA,GO_REF:0000002,GO:0032543,mitochondrial translation,4517,InterPro2GO
IEA,GO_REF:0000002,GO:0005536,D-glucose binding,4511,InterPro2GO
IEA,GO_REF:0000002,GO:0004525,ribonuclease III activity,4481,InterPro2GO
IEA,GO_REF:0000002,GO:0007034,vacuolar transport,4473,InterPro2GO
IEA,GO_REF:0000002,GO:0006368,transcription elongation by RNA polymerase II,4427,InterPro2GO
IEA,GO_REF:0000002,GO:0003899,DNA-directed RNA polymerase activity,4401,InterPro2GO
IEA,GO_REF:0000002,GO:0015935,small ribosomal subunit,4342,InterPro2GO
IEA,GO_REF:0000002,GO:0000139,Golgi membrane,4335,InterPro2GO
IEA,GO_REF:0000002,GO:0004523,RNA-DNA hybrid ribonuclease activity,4301,InterPro2GO
IEA,GO_REF:0000002,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",4274,InterPro2GO
IEA,GO_REF:0000002,GO:0006310,DNA recombination,4202,InterPro2GO
IEA,GO_REF:0000002,GO:0019441,L-tryptophan catabolic process to kynurenine,4156,InterPro2GO
IEA,GO_REF:0000002,GO:0070403,NAD+ binding,4084,InterPro2GO
IEA,GO_REF:0000002,GO:0032040,small-subunit processome,4055,InterPro2GO
IEA,GO_REF:0000002,GO:0016407,acetyltransferase activity,4044,InterPro2GO
IEA,GO_REF:0000002,GO:0016151,nickel cation binding,4041,InterPro2GO
IEA,GO_REF:0000002,GO:0004386,helicase activity,4012,InterPro2GO
IEA,GO_REF:0000002,GO:0005200,structural constituent of cytoskeleton,3983,InterPro2GO
IEA,GO_REF:0000002,GO:0016791,phosphatase activity,3953,InterPro2GO
IEA,GO_REF:0000002,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",3916,InterPro2GO
IEA,GO_REF:0000002,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",3915,InterPro2GO
IEA,GO_REF:0000002,GO:0007186,G protein-coupled receptor signaling pathway,3907,InterPro2GO
IEA,GO_REF:0000002,GO:0006865,amino acid transport,3871,InterPro2GO
IEA,GO_REF:0000002,GO:0004843,cysteine-type deubiquitinase activity,3860,InterPro2GO
IEA,GO_REF:0000002,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",3851,InterPro2GO
IEA,GO_REF:0000002,GO:0015986,proton motive force-driven ATP synthesis,3815,InterPro2GO
IEA,GO_REF:0000002,GO:0042254,ribosome biogenesis,3717,InterPro2GO
IEA,GO_REF:0000002,GO:0004650,polygalacturonase activity,3640,InterPro2GO
IEA,GO_REF:0000002,GO:0032549,ribonucleoside binding,3613,InterPro2GO
IEA,GO_REF:0000002,GO:0015031,protein transport,3561,InterPro2GO
IEA,GO_REF:0000002,GO:0015934,large ribosomal subunit,3561,InterPro2GO
IEA,GO_REF:0000002,GO:0030544,Hsp70 protein binding,3530,InterPro2GO
IEA,GO_REF:0000002,GO:0031418,L-ascorbic acid binding,3484,InterPro2GO
IEA,GO_REF:0000002,GO:0007017,microtubule-based process,3449,InterPro2GO
IEA,GO_REF:0000002,GO:0042910,xenobiotic transmembrane transporter activity,3438,InterPro2GO
IEA,GO_REF:0000002,GO:0006298,mismatch repair,3416,InterPro2GO
IEA,GO_REF:0000002,GO:0097367,carbohydrate derivative binding,3408,InterPro2GO
IEA,GO_REF:0000002,GO:0006000,fructose metabolic process,3377,InterPro2GO
IEA,GO_REF:0000002,GO:0006520,amino acid metabolic process,3364,InterPro2GO
IEA,GO_REF:0000002,GO:0004061,arylformamidase activity,3344,InterPro2GO
IEA,GO_REF:0000002,GO:0006418,tRNA aminoacylation for protein translation,3327,InterPro2GO
IEA,GO_REF:0000002,GO:0010945,coenzyme A diphosphatase activity,3319,InterPro2GO
IEA,GO_REF:0000002,GO:0010333,terpene synthase activity,3300,InterPro2GO
IEA,GO_REF:0000002,GO:0001682,tRNA 5'-leader removal,3270,InterPro2GO
IEA,GO_REF:0000002,GO:0140663,ATP-dependent FeS chaperone activity,3251,InterPro2GO
IEA,GO_REF:0000002,GO:0120029,proton export across plasma membrane,3249,InterPro2GO
IEA,GO_REF:0000002,GO:0006631,fatty acid metabolic process,3242,InterPro2GO
IEA,GO_REF:0000002,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,3221,InterPro2GO
IEA,GO_REF:0000002,GO:0042391,regulation of membrane potential,3195,InterPro2GO
IEA,GO_REF:0000002,GO:0016829,lyase activity,3149,InterPro2GO
IEA,GO_REF:0000002,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,3143,InterPro2GO
IEA,GO_REF:0000002,GO:0016757,glycosyltransferase activity,3123,InterPro2GO
IEA,GO_REF:0000002,GO:0003747,translation release factor activity,3114,InterPro2GO
IEA,GO_REF:0000002,GO:0031145,anaphase-promoting complex-dependent catabolic process,3112,InterPro2GO
IEA,GO_REF:0000002,GO:0051920,peroxiredoxin activity,3082,InterPro2GO
IEA,GO_REF:0000002,GO:0042393,histone binding,3076,InterPro2GO
IEA,GO_REF:0000002,GO:0005758,mitochondrial intermembrane space,3069,InterPro2GO
IEA,GO_REF:0000002,GO:0002098,tRNA wobble uridine modification,3053,InterPro2GO
IEA,GO_REF:0000002,GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,3048,InterPro2GO
IEA,GO_REF:0000002,GO:0009166,nucleotide catabolic process,3030,InterPro2GO
IEA,GO_REF:0000002,GO:0008168,methyltransferase activity,3024,InterPro2GO
IEA,GO_REF:0000002,GO:0035615,clathrin adaptor activity,3002,InterPro2GO
IEA,GO_REF:0000002,GO:0004198,calcium-dependent cysteine-type endopeptidase activity,2937,InterPro2GO
IEA,GO_REF:0000002,GO:0033180,"proton-transporting V-type ATPase, V1 domain",2933,InterPro2GO
IEA,GO_REF:0000002,GO:0070008,serine-type exopeptidase activity,2931,InterPro2GO
IEA,GO_REF:0000002,GO:0042147,"retrograde transport, endosome to Golgi",2928,InterPro2GO
IEA,GO_REF:0000002,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",2917,InterPro2GO
IEA,GO_REF:0000002,GO:0005694,chromosome,2915,InterPro2GO
IEA,GO_REF:0000002,GO:0019674,NAD+ metabolic process,2902,InterPro2GO
IEA,GO_REF:0000002,GO:0031124,mRNA 3'-end processing,2899,InterPro2GO
IEA,GO_REF:0000002,GO:0006260,DNA replication,2864,InterPro2GO
IEA,GO_REF:0000002,GO:1990547,mitochondrial phosphate ion transmembrane transport,2858,InterPro2GO
IEA,GO_REF:0000002,GO:0071897,DNA biosynthetic process,2855,InterPro2GO
IEA,GO_REF:0000002,GO:0005681,spliceosomal complex,2853,InterPro2GO
IEA,GO_REF:0000002,GO:0003959,NADPH dehydrogenase activity,2834,InterPro2GO
IEA,GO_REF:0000002,GO:0000209,protein polyubiquitination,2810,InterPro2GO
IEA,GO_REF:0000002,GO:0007023,post-chaperonin tubulin folding pathway,2798,InterPro2GO
IEA,GO_REF:0000002,GO:0022625,cytosolic large ribosomal subunit,2794,InterPro2GO
IEA,GO_REF:0000002,GO:0006812,monoatomic cation transport,2766,InterPro2GO
IEA,GO_REF:0000002,GO:0000786,nucleosome,2752,InterPro2GO
IEA,GO_REF:0000002,GO:0004722,protein serine/threonine phosphatase activity,2745,InterPro2GO
IEA,GO_REF:0000002,GO:0043248,proteasome assembly,2732,InterPro2GO
IEA,GO_REF:0000002,GO:0005739,mitochondrion,2729,InterPro2GO
IEA,GO_REF:0000002,GO:0051118,"glucan endo-1,3-alpha-glucosidase activity",2726,InterPro2GO
IEA,GO_REF:0000002,GO:0000329,fungal-type vacuole membrane,2710,InterPro2GO
IEA,GO_REF:0000002,GO:0009408,response to heat,2703,InterPro2GO
IEA,GO_REF:0000002,GO:0004312,fatty acid synthase activity,2665,InterPro2GO
IEA,GO_REF:0000002,GO:0005254,chloride channel activity,2656,InterPro2GO
IEA,GO_REF:0000002,GO:0006307,DNA alkylation repair,2634,InterPro2GO
IEA,GO_REF:0000002,GO:0008897,holo-[acyl-carrier-protein] synthase activity,2634,InterPro2GO
IEA,GO_REF:0000002,GO:0015940,pantothenate biosynthetic process,2604,InterPro2GO
IEA,GO_REF:0000002,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",2600,InterPro2GO
IEA,GO_REF:0000002,GO:0004356,glutamine synthetase activity,2599,InterPro2GO
IEA,GO_REF:0000002,GO:0051537,"2 iron, 2 sulfur cluster binding",2589,InterPro2GO
IEA,GO_REF:0000002,GO:0030570,pectate lyase activity,2543,InterPro2GO
IEA,GO_REF:0000002,GO:0061817,endoplasmic reticulum-plasma membrane tethering,2540,InterPro2GO
IEA,GO_REF:0000002,GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,2539,InterPro2GO
IEA,GO_REF:0000002,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,2539,InterPro2GO
IEA,GO_REF:0000002,GO:0046854,phosphatidylinositol phosphate biosynthetic process,2530,InterPro2GO
IEA,GO_REF:0000002,GO:0016772,"transferase activity, transferring phosphorus-containing groups",2522,InterPro2GO
IEA,GO_REF:0000002,GO:0006352,DNA-templated transcription initiation,2520,InterPro2GO
IEA,GO_REF:0000002,GO:0008239,dipeptidyl-peptidase activity,2496,InterPro2GO
IEA,GO_REF:0000002,GO:0005096,GTPase activator activity,2492,InterPro2GO
IEA,GO_REF:0000002,GO:0004181,metallocarboxypeptidase activity,2489,InterPro2GO
IEA,GO_REF:0000002,GO:0006414,translational elongation,2461,InterPro2GO
IEA,GO_REF:0000002,GO:0009156,ribonucleoside monophosphate biosynthetic process,2444,InterPro2GO
IEA,GO_REF:0000002,GO:0009712,catechol-containing compound metabolic process,2421,InterPro2GO
IEA,GO_REF:0000002,GO:0008810,cellulase activity,2419,InterPro2GO
IEA,GO_REF:0000002,GO:0009231,riboflavin biosynthetic process,2412,InterPro2GO
IEA,GO_REF:0000002,GO:0070573,metallodipeptidase activity,2407,InterPro2GO
IEA,GO_REF:0000002,GO:0018576,"catechol 1,2-dioxygenase activity",2405,InterPro2GO
IEA,GO_REF:0000002,GO:0030014,CCR4-NOT complex,2394,InterPro2GO
IEA,GO_REF:0000002,GO:0042803,protein homodimerization activity,2385,InterPro2GO
IEA,GO_REF:0000002,GO:0016226,iron-sulfur cluster assembly,2374,InterPro2GO
IEA,GO_REF:0000002,GO:0019825,oxygen binding,2365,InterPro2GO
IEA,GO_REF:0000002,GO:0030638,polyketide metabolic process,2361,InterPro2GO
IEA,GO_REF:0000002,GO:0030833,regulation of actin filament polymerization,2359,InterPro2GO
IEA,GO_REF:0000002,GO:0004519,endonuclease activity,2357,InterPro2GO
IEA,GO_REF:0000002,GO:0005886,plasma membrane,2355,InterPro2GO
IEA,GO_REF:0000002,GO:0008483,transaminase activity,2354,InterPro2GO
IEA,GO_REF:0000002,GO:0004540,RNA nuclease activity,2319,InterPro2GO
IEA,GO_REF:0000002,GO:0006694,steroid biosynthetic process,2299,InterPro2GO
IEA,GO_REF:0000002,GO:0034599,cellular response to oxidative stress,2296,InterPro2GO
IEA,GO_REF:0000002,GO:0006367,transcription initiation at RNA polymerase II promoter,2295,InterPro2GO
IEA,GO_REF:0000002,GO:0016597,amino acid binding,2289,InterPro2GO
IEA,GO_REF:0000002,GO:0008408,3'-5' exonuclease activity,2288,InterPro2GO
IEA,GO_REF:0000002,GO:0017056,structural constituent of nuclear pore,2284,InterPro2GO
IEA,GO_REF:0000002,GO:0030130,clathrin coat of trans-Golgi network vesicle,2283,InterPro2GO
IEA,GO_REF:0000002,GO:0007064,mitotic sister chromatid cohesion,2283,InterPro2GO
IEA,GO_REF:0000002,GO:0030132,clathrin coat of coated pit,2283,InterPro2GO
IEA,GO_REF:0000002,GO:0046034,ATP metabolic process,2281,InterPro2GO
IEA,GO_REF:0000002,GO:0003954,NADH dehydrogenase activity,2281,InterPro2GO
IEA,GO_REF:0000002,GO:0001671,ATPase activator activity,2281,InterPro2GO
IEA,GO_REF:0000002,GO:0000228,nuclear chromosome,2272,InterPro2GO
IEA,GO_REF:0000002,GO:0051382,kinetochore assembly,2261,InterPro2GO
IEA,GO_REF:0000002,GO:0030276,clathrin binding,2236,InterPro2GO
IEA,GO_REF:0000002,GO:0004601,peroxidase activity,2234,InterPro2GO
IEA,GO_REF:0000002,GO:0005680,anaphase-promoting complex,2233,InterPro2GO
IEA,GO_REF:0000002,GO:0017025,TBP-class protein binding,2224,InterPro2GO
IEA,GO_REF:0000002,GO:0008289,lipid binding,2221,InterPro2GO
IEA,GO_REF:0000002,GO:0006400,tRNA modification,2215,InterPro2GO
IEA,GO_REF:0000002,GO:0004721,phosphoprotein phosphatase activity,2213,InterPro2GO
IEA,GO_REF:0000002,GO:0042176,regulation of protein catabolic process,2188,InterPro2GO
IEA,GO_REF:0000002,GO:0009966,regulation of signal transduction,2186,InterPro2GO
IEA,GO_REF:0000002,GO:0006465,signal peptide processing,2186,InterPro2GO
IEA,GO_REF:0000002,GO:0006401,RNA catabolic process,2183,InterPro2GO
IEA,GO_REF:0000002,GO:0005801,cis-Golgi network,2180,InterPro2GO
IEA,GO_REF:0000002,GO:0005789,endoplasmic reticulum membrane,2171,InterPro2GO
IEA,GO_REF:0000002,GO:0004842,ubiquitin-protein transferase activity,2155,InterPro2GO
