evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0003909,DNA ligase activity,185,InterPro2GO
IEA,GO_REF:0000002,GO:0008233,peptidase activity,175,InterPro2GO
IEA,GO_REF:0000002,GO:0019083,viral transcription,175,InterPro2GO
IEA,GO_REF:0000002,GO:0004197,cysteine-type endopeptidase activity,172,InterPro2GO
IEA,GO_REF:0000002,GO:0039686,bidirectional double-stranded viral DNA replication,171,InterPro2GO
IEA,GO_REF:0000002,GO:0046782,regulation of viral transcription,170,InterPro2GO
IEA,GO_REF:0000002,GO:0006302,double-strand break repair,169,InterPro2GO
IEA,GO_REF:0000002,GO:0016539,intein-mediated protein splicing,160,InterPro2GO
IEA,GO_REF:0000002,GO:0006508,proteolysis,154,InterPro2GO
IEA,GO_REF:0000002,GO:0019076,viral release from host cell,152,InterPro2GO
IEA,GO_REF:0000002,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",151,InterPro2GO
IEA,GO_REF:0000002,GO:0006220,pyrimidine nucleotide metabolic process,151,InterPro2GO
IEA,GO_REF:0000002,GO:0009055,electron transfer activity,148,InterPro2GO
IEA,GO_REF:0000002,GO:0033567,"DNA replication, Okazaki fragment processing",144,InterPro2GO
IEA,GO_REF:0000002,GO:0017108,5'-flap endonuclease activity,144,InterPro2GO
IEA,GO_REF:0000002,GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,144,InterPro2GO
IEA,GO_REF:0000002,GO:0008833,deoxyribonuclease IV (phage-T4-induced) activity,142,InterPro2GO
IEA,GO_REF:0000002,GO:0003688,DNA replication origin binding,137,InterPro2GO
IEA,GO_REF:0000002,GO:0006265,DNA topological change,136,InterPro2GO
IEA,GO_REF:0000002,GO:0003690,double-stranded DNA binding,133,InterPro2GO
IEA,GO_REF:0000002,GO:0008094,"ATP-dependent activity, acting on DNA",133,InterPro2GO
IEA,GO_REF:0000002,GO:0004523,RNA-DNA hybrid ribonuclease activity,125,InterPro2GO
IEA,GO_REF:0000002,GO:0005507,copper ion binding,124,InterPro2GO
IEA,GO_REF:0000002,GO:0019082,viral protein processing,122,InterPro2GO
IEA,GO_REF:0000002,GO:0046718,symbiont entry into host cell,122,InterPro2GO
IEA,GO_REF:0000002,GO:0050660,flavin adenine dinucleotide binding,117,InterPro2GO
IEA,GO_REF:0000002,GO:0019064,fusion of virus membrane with host plasma membrane,115,InterPro2GO
IEA,GO_REF:0000002,GO:0009772,photosynthetic electron transport in photosystem II,115,InterPro2GO
IEA,GO_REF:0000002,GO:0019684,"photosynthesis, light reaction",115,InterPro2GO
IEA,GO_REF:0000002,GO:0046789,host cell surface receptor binding,113,InterPro2GO
IEA,GO_REF:0000002,GO:0004040,amidase activity,108,InterPro2GO
IEA,GO_REF:0000002,GO:0004568,chitinase activity,104,InterPro2GO
IEA,GO_REF:0000002,GO:0051536,iron-sulfur cluster binding,102,InterPro2GO
IEA,GO_REF:0000002,GO:0030430,host cell cytoplasm,101,InterPro2GO
IEA,GO_REF:0000002,GO:0006457,protein folding,101,InterPro2GO
IEA,GO_REF:0000002,GO:0060967,negative regulation of gene silencing by regulatory ncRNA,97,InterPro2GO
IEA,GO_REF:0000002,GO:0030527,structural constituent of chromatin,97,InterPro2GO
IEA,GO_REF:0000002,GO:0046872,metal ion binding,96,InterPro2GO
IEA,GO_REF:0000002,GO:0140664,ATP-dependent DNA damage sensor activity,96,InterPro2GO
IEA,GO_REF:0000002,GO:0044003,symbiont-mediated perturbation of host process,96,InterPro2GO
IEA,GO_REF:0000002,GO:0032549,ribonucleoside binding,94,InterPro2GO
IEA,GO_REF:0000002,GO:0008409,5'-3' exonuclease activity,94,InterPro2GO
IEA,GO_REF:0000002,GO:0019013,viral nucleocapsid,91,InterPro2GO
IEA,GO_REF:0000002,GO:0032259,methylation,90,InterPro2GO
IEA,GO_REF:0000002,GO:0006275,regulation of DNA replication,89,InterPro2GO
IEA,GO_REF:0000002,GO:0046654,tetrahydrofolate biosynthetic process,88,InterPro2GO
IEA,GO_REF:0000002,GO:0007155,cell adhesion,87,InterPro2GO
IEA,GO_REF:0000002,GO:0140662,ATP-dependent protein folding chaperone,87,InterPro2GO
IEA,GO_REF:0000002,GO:0003887,DNA-directed DNA polymerase activity,86,InterPro2GO
IEA,GO_REF:0000002,GO:0008234,cysteine-type peptidase activity,81,InterPro2GO
IEA,GO_REF:0000002,GO:0019867,outer membrane,81,InterPro2GO
IEA,GO_REF:0000002,GO:0003968,RNA-directed RNA polymerase activity,81,InterPro2GO
IEA,GO_REF:0000002,GO:0006313,DNA transposition,80,InterPro2GO
IEA,GO_REF:0000002,GO:0032897,negative regulation of viral transcription,79,InterPro2GO
IEA,GO_REF:0000002,GO:0019072,viral genome packaging,79,InterPro2GO
IEA,GO_REF:0000002,GO:0045893,positive regulation of DNA-templated transcription,78,InterPro2GO
IEA,GO_REF:0000002,GO:0000175,3'-5'-RNA exonuclease activity,77,InterPro2GO
IEA,GO_REF:0000002,GO:0031423,hexon binding,76,InterPro2GO
IEA,GO_REF:0000002,GO:0004803,transposase activity,75,InterPro2GO
IEA,GO_REF:0000002,GO:0004520,DNA endonuclease activity,75,InterPro2GO
IEA,GO_REF:0000002,GO:0016757,glycosyltransferase activity,75,InterPro2GO
IEA,GO_REF:0000002,GO:0043657,host cell,72,InterPro2GO
IEA,GO_REF:0000002,GO:0044423,virion component,72,InterPro2GO
IEA,GO_REF:0000002,GO:0046765,viral budding from nuclear membrane,71,InterPro2GO
IEA,GO_REF:0000002,GO:0042025,host cell nucleus,71,InterPro2GO
IEA,GO_REF:0000002,GO:0046802,exit of virus from host cell nucleus by nuclear egress,71,InterPro2GO
IEA,GO_REF:0000002,GO:0050797,thymidylate synthase (FAD) activity,70,InterPro2GO
IEA,GO_REF:0000002,GO:0006231,dTMP biosynthetic process,70,InterPro2GO
IEA,GO_REF:0000002,GO:0019033,viral tegument,68,InterPro2GO
IEA,GO_REF:0000002,GO:0008242,omega peptidase activity,67,InterPro2GO
IEA,GO_REF:0000002,GO:0006229,dUTP biosynthetic process,66,InterPro2GO
IEA,GO_REF:0000002,GO:0006139,nucleobase-containing compound metabolic process,66,InterPro2GO
IEA,GO_REF:0000002,GO:0008168,methyltransferase activity,66,InterPro2GO
IEA,GO_REF:0000002,GO:0006629,lipid metabolic process,65,InterPro2GO
IEA,GO_REF:0000002,GO:0006032,chitin catabolic process,64,InterPro2GO
IEA,GO_REF:0000002,GO:0051260,protein homooligomerization,64,InterPro2GO
IEA,GO_REF:0000002,GO:0004651,polynucleotide 5'-phosphatase activity,64,InterPro2GO
IEA,GO_REF:0000002,GO:0034258,nicotinamide riboside transport,63,InterPro2GO
IEA,GO_REF:0000002,GO:0003924,GTPase activity,63,InterPro2GO
IEA,GO_REF:0000002,GO:0006955,immune response,63,InterPro2GO
IEA,GO_REF:0000002,GO:0034257,nicotinamide riboside transmembrane transporter activity,63,InterPro2GO
IEA,GO_REF:0000002,GO:0000723,telomere maintenance,63,InterPro2GO
IEA,GO_REF:0000002,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",62,InterPro2GO
IEA,GO_REF:0000002,GO:0005509,calcium ion binding,62,InterPro2GO
IEA,GO_REF:0000002,GO:0016746,acyltransferase activity,62,InterPro2GO
IEA,GO_REF:0000002,GO:0070008,serine-type exopeptidase activity,61,InterPro2GO
IEA,GO_REF:0000002,GO:0046080,dUTP metabolic process,59,InterPro2GO
IEA,GO_REF:0000002,GO:0000270,peptidoglycan metabolic process,59,InterPro2GO
IEA,GO_REF:0000002,GO:0016832,aldehyde-lyase activity,58,InterPro2GO
IEA,GO_REF:0000002,GO:0008174,mRNA methyltransferase activity,57,InterPro2GO
IEA,GO_REF:0000002,GO:0006230,TMP biosynthetic process,56,InterPro2GO
IEA,GO_REF:0000002,GO:0044183,protein folding chaperone,56,InterPro2GO
IEA,GO_REF:0000002,GO:0006353,DNA-templated transcription termination,56,InterPro2GO
IEA,GO_REF:0000002,GO:0003779,actin binding,54,InterPro2GO
IEA,GO_REF:0000002,GO:0004386,helicase activity,53,InterPro2GO
IEA,GO_REF:0000002,GO:0008083,growth factor activity,53,InterPro2GO
IEA,GO_REF:0000002,GO:0030246,carbohydrate binding,52,InterPro2GO
IEA,GO_REF:0000002,GO:0075733,intracellular transport of virus,52,InterPro2GO
IEA,GO_REF:0000002,GO:0009360,DNA polymerase III complex,51,InterPro2GO
IEA,GO_REF:0000002,GO:0016491,oxidoreductase activity,51,InterPro2GO
IEA,GO_REF:0000002,GO:0039679,viral occlusion body,51,InterPro2GO
IEA,GO_REF:0000002,GO:0031012,extracellular matrix,50,InterPro2GO
IEA,GO_REF:0000002,GO:0020037,heme binding,49,InterPro2GO
IEA,GO_REF:0000002,GO:0009264,deoxyribonucleotide catabolic process,49,InterPro2GO
IEA,GO_REF:0000002,GO:0008253,5'-nucleotidase activity,49,InterPro2GO
IEA,GO_REF:0000002,GO:0052031,symbiont-mediated perturbation of host defense response,49,InterPro2GO
IEA,GO_REF:0000002,GO:0050661,NADP binding,48,InterPro2GO
IEA,GO_REF:0000002,GO:0140911,pore-forming activity,48,InterPro2GO
IEA,GO_REF:0000002,GO:0039693,viral DNA genome replication,47,InterPro2GO
IEA,GO_REF:0000002,GO:0001907,symbiont-mediated killing of host cell,47,InterPro2GO
IEA,GO_REF:0000002,GO:0043565,sequence-specific DNA binding,47,InterPro2GO
IEA,GO_REF:0000002,GO:0043365,[formate-C-acetyltransferase]-activating enzyme activity,47,InterPro2GO
IEA,GO_REF:0000002,GO:0051027,DNA transport,46,InterPro2GO
IEA,GO_REF:0000002,GO:0045892,negative regulation of DNA-templated transcription,46,InterPro2GO
IEA,GO_REF:0000002,GO:0004497,monooxygenase activity,44,InterPro2GO
IEA,GO_REF:0000002,GO:0004222,metalloendopeptidase activity,44,InterPro2GO
IEA,GO_REF:0000002,GO:0006400,tRNA modification,44,InterPro2GO
IEA,GO_REF:0000002,GO:0004170,dUTP diphosphatase activity,44,InterPro2GO
IEA,GO_REF:0000002,GO:0042262,DNA protection,43,InterPro2GO
IEA,GO_REF:0000002,GO:0006269,"DNA replication, synthesis of primer",43,InterPro2GO
IEA,GO_REF:0000002,GO:0004842,ubiquitin-protein transferase activity,42,InterPro2GO
IEA,GO_REF:0000002,GO:0003727,single-stranded RNA binding,41,InterPro2GO
IEA,GO_REF:0000002,GO:0005525,GTP binding,41,InterPro2GO
IEA,GO_REF:0000002,GO:0009254,peptidoglycan turnover,41,InterPro2GO
IEA,GO_REF:0000002,GO:0046983,protein dimerization activity,41,InterPro2GO
IEA,GO_REF:0000002,GO:0004532,RNA exonuclease activity,41,InterPro2GO
IEA,GO_REF:0000002,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",40,InterPro2GO
IEA,GO_REF:0000002,GO:0000400,four-way junction DNA binding,40,InterPro2GO
IEA,GO_REF:0000002,GO:0008009,chemokine activity,40,InterPro2GO
IEA,GO_REF:0000002,GO:0004797,thymidine kinase activity,39,InterPro2GO
IEA,GO_REF:0000002,GO:0004146,dihydrofolate reductase activity,38,InterPro2GO
IEA,GO_REF:0000002,GO:0016987,sigma factor activity,38,InterPro2GO
IEA,GO_REF:0000002,GO:0000150,DNA strand exchange activity,37,InterPro2GO
IEA,GO_REF:0000002,GO:0006270,DNA replication initiation,36,InterPro2GO
IEA,GO_REF:0000002,GO:0004308,exo-alpha-sialidase activity,35,InterPro2GO
IEA,GO_REF:0000002,GO:0046677,response to antibiotic,35,InterPro2GO
IEA,GO_REF:0000002,GO:0008237,metallopeptidase activity,35,InterPro2GO
IEA,GO_REF:0000002,GO:0060567,negative regulation of termination of DNA-templated transcription,35,InterPro2GO
IEA,GO_REF:0000002,GO:0004525,ribonuclease III activity,35,InterPro2GO
IEA,GO_REF:0000002,GO:0017111,ribonucleoside triphosphate phosphatase activity,34,InterPro2GO
IEA,GO_REF:0000002,GO:0019062,virion attachment to host cell,33,InterPro2GO
IEA,GO_REF:0000002,GO:0004867,serine-type endopeptidase inhibitor activity,33,InterPro2GO
IEA,GO_REF:0000002,GO:0003729,mRNA binding,33,InterPro2GO
IEA,GO_REF:0000002,GO:0008829,dCTP deaminase activity,33,InterPro2GO
IEA,GO_REF:0000002,GO:0006801,superoxide metabolic process,32,InterPro2GO
IEA,GO_REF:0000002,GO:0003796,lysozyme activity,32,InterPro2GO
IEA,GO_REF:0000002,GO:0022900,electron transport chain,32,InterPro2GO
IEA,GO_REF:0000002,GO:0051715,cytolysis in another organism,31,InterPro2GO
IEA,GO_REF:0000002,GO:0008199,ferric iron binding,30,InterPro2GO
IEA,GO_REF:0000002,GO:0004722,protein serine/threonine phosphatase activity,29,InterPro2GO
IEA,GO_REF:0000002,GO:0006307,DNA alkylation repair,29,InterPro2GO
IEA,GO_REF:0000002,GO:0035556,intracellular signal transduction,29,InterPro2GO
IEA,GO_REF:0000002,GO:0044384,host outer membrane,29,InterPro2GO
IEA,GO_REF:0000002,GO:0097367,carbohydrate derivative binding,29,InterPro2GO
IEA,GO_REF:0000002,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",29,InterPro2GO
IEA,GO_REF:0000002,GO:0039653,symbiont-mediated suppression of host transcription,29,InterPro2GO
IEA,GO_REF:0000002,GO:0046982,protein heterodimerization activity,29,InterPro2GO
IEA,GO_REF:0000002,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",29,InterPro2GO
IEA,GO_REF:0000002,GO:0098025,"virus tail, baseplate",29,InterPro2GO
IEA,GO_REF:0000002,GO:0016567,protein ubiquitination,29,InterPro2GO
IEA,GO_REF:0000002,GO:0051287,NAD binding,28,InterPro2GO
IEA,GO_REF:0000002,GO:0019784,deNEDDylase activity,28,InterPro2GO
IEA,GO_REF:0000002,GO:0006308,DNA catabolic process,27,InterPro2GO
IEA,GO_REF:0000002,GO:0046813,receptor-mediated virion attachment to host cell,27,InterPro2GO
IEA,GO_REF:0000002,GO:0006511,ubiquitin-dependent protein catabolic process,27,InterPro2GO
IEA,GO_REF:0000002,GO:0008081,phosphoric diester hydrolase activity,27,InterPro2GO
IEA,GO_REF:0000002,GO:0006304,DNA modification,27,InterPro2GO
IEA,GO_REF:0000002,GO:0039654,fusion of virus membrane with host endosome membrane,26,InterPro2GO
IEA,GO_REF:0000002,GO:0039704,viral translational shunt,26,InterPro2GO
IEA,GO_REF:0000002,GO:0050355,inorganic triphosphate phosphatase activity,25,InterPro2GO
IEA,GO_REF:0000002,GO:0006098,pentose-phosphate shunt,25,InterPro2GO
IEA,GO_REF:0000002,GO:0075509,endocytosis involved in viral entry into host cell,25,InterPro2GO
IEA,GO_REF:0000002,GO:0004190,aspartic-type endopeptidase activity,25,InterPro2GO
IEA,GO_REF:0000002,GO:0009190,cyclic nucleotide biosynthetic process,25,InterPro2GO
IEA,GO_REF:0000002,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,25,InterPro2GO
IEA,GO_REF:0000002,GO:0003735,structural constituent of ribosome,25,InterPro2GO
IEA,GO_REF:0000002,GO:0071897,DNA biosynthetic process,25,InterPro2GO
IEA,GO_REF:0000002,GO:0051259,protein complex oligomerization,24,InterPro2GO
IEA,GO_REF:0000002,GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,24,InterPro2GO
IEA,GO_REF:0000002,GO:0004518,nuclease activity,24,InterPro2GO
IEA,GO_REF:0000002,GO:0009318,exodeoxyribonuclease VII complex,23,InterPro2GO
IEA,GO_REF:0000002,GO:0010468,regulation of gene expression,23,InterPro2GO
IEA,GO_REF:0000002,GO:0016829,lyase activity,23,InterPro2GO
IEA,GO_REF:0000002,GO:0008855,exodeoxyribonuclease VII activity,22,InterPro2GO
IEA,GO_REF:0000002,GO:0007154,cell communication,22,InterPro2GO
IEA,GO_REF:0000002,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,22,InterPro2GO
IEA,GO_REF:0000002,GO:0007165,signal transduction,22,InterPro2GO
IEA,GO_REF:0000002,GO:0044660,viral release via pore formation in host cell membrane,22,InterPro2GO
IEA,GO_REF:0000002,GO:0030908,protein splicing,22,InterPro2GO
IEA,GO_REF:0000002,GO:0060703,deoxyribonuclease inhibitor activity,22,InterPro2GO
IEA,GO_REF:0000002,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",22,InterPro2GO
IEA,GO_REF:0000002,GO:0008610,lipid biosynthetic process,21,InterPro2GO
IEA,GO_REF:0000002,GO:0055085,transmembrane transport,21,InterPro2GO
IEA,GO_REF:0000002,GO:0002151,G-quadruplex RNA binding,21,InterPro2GO
IEA,GO_REF:0000002,GO:0006289,nucleotide-excision repair,21,InterPro2GO
IEA,GO_REF:0000002,GO:0003684,damaged DNA binding,21,InterPro2GO
IEA,GO_REF:0000002,GO:0006298,mismatch repair,21,InterPro2GO
IEA,GO_REF:0000002,GO:0004483,methyltransferase cap1 activity,20,InterPro2GO
IEA,GO_REF:0000002,GO:0016791,phosphatase activity,20,InterPro2GO
IEA,GO_REF:0000002,GO:0019836,symbiont-mediated hemolysis of host erythrocyte,20,InterPro2GO
IEA,GO_REF:0000002,GO:0051213,dioxygenase activity,19,InterPro2GO
IEA,GO_REF:0000002,GO:0030337,DNA polymerase processivity factor activity,19,InterPro2GO
IEA,GO_REF:0000002,GO:0071949,FAD binding,19,InterPro2GO
IEA,GO_REF:0000002,GO:0003911,DNA ligase (NAD+) activity,19,InterPro2GO
IEA,GO_REF:0000002,GO:0070897,transcription preinitiation complex assembly,19,InterPro2GO
IEA,GO_REF:0000002,GO:0004843,cysteine-type deubiquitinase activity,18,InterPro2GO
IEA,GO_REF:0000002,GO:0047846,deoxynucleotide 3'-phosphatase activity,18,InterPro2GO
IEA,GO_REF:0000002,GO:0009435,NAD+ biosynthetic process,18,InterPro2GO
IEA,GO_REF:0000002,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",17,InterPro2GO
IEA,GO_REF:0000002,GO:0051082,unfolded protein binding,17,InterPro2GO
IEA,GO_REF:0000002,GO:0030983,mismatched DNA binding,17,InterPro2GO
IEA,GO_REF:0000002,GO:0003726,double-stranded RNA adenosine deaminase activity,17,InterPro2GO
IEA,GO_REF:0000002,GO:0009411,response to UV,17,InterPro2GO
IEA,GO_REF:0000002,GO:0035435,phosphate ion transmembrane transport,17,InterPro2GO
IEA,GO_REF:0000002,GO:0008641,ubiquitin-like modifier activating enzyme activity,17,InterPro2GO
IEA,GO_REF:0000002,GO:1901135,carbohydrate derivative metabolic process,17,InterPro2GO
IEA,GO_REF:0000002,GO:0042301,phosphate ion binding,17,InterPro2GO
IEA,GO_REF:0000002,GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,16,InterPro2GO
IEA,GO_REF:0000002,GO:0042026,protein refolding,16,InterPro2GO
IEA,GO_REF:0000002,GO:0009166,nucleotide catabolic process,16,InterPro2GO
IEA,GO_REF:0000002,GO:0050262,ribosylnicotinamide kinase activity,16,InterPro2GO
IEA,GO_REF:0000002,GO:0016722,"oxidoreductase activity, acting on metal ions",16,InterPro2GO
IEA,GO_REF:0000002,GO:0035494,SNARE complex disassembly,15,InterPro2GO
IEA,GO_REF:0000002,GO:0016779,nucleotidyltransferase activity,15,InterPro2GO
IEA,GO_REF:0000002,GO:0008933,peptidoglycan lytic transglycosylase activity,15,InterPro2GO
IEA,GO_REF:0000002,GO:0016798,"hydrolase activity, acting on glycosyl bonds",15,InterPro2GO
IEA,GO_REF:0000002,GO:0006364,rRNA processing,15,InterPro2GO
IEA,GO_REF:0000002,GO:0006402,mRNA catabolic process,15,InterPro2GO
IEA,GO_REF:0000002,GO:0006109,regulation of carbohydrate metabolic process,15,InterPro2GO
IEA,GO_REF:0000002,GO:0006694,steroid biosynthetic process,14,InterPro2GO
IEA,GO_REF:0000002,GO:0001848,complement binding,14,InterPro2GO
IEA,GO_REF:0000002,GO:0002161,aminoacyl-tRNA deacylase activity,14,InterPro2GO
IEA,GO_REF:0000002,GO:0000271,polysaccharide biosynthetic process,14,InterPro2GO
IEA,GO_REF:0000002,GO:0016579,protein deubiquitination,14,InterPro2GO
IEA,GO_REF:0000002,GO:0009295,nucleoid,14,InterPro2GO
IEA,GO_REF:0000002,GO:0045916,negative regulation of complement activation,14,InterPro2GO
IEA,GO_REF:0000002,GO:0008173,RNA methyltransferase activity,14,InterPro2GO
IEA,GO_REF:0000002,GO:0000209,protein polyubiquitination,14,InterPro2GO
IEA,GO_REF:0000002,GO:0004810,CCA tRNA nucleotidyltransferase activity,13,InterPro2GO
IEA,GO_REF:0000002,GO:0010181,FMN binding,13,InterPro2GO
IEA,GO_REF:0000002,GO:0004176,ATP-dependent peptidase activity,13,InterPro2GO
IEA,GO_REF:0000002,GO:0003972,RNA ligase (ATP) activity,13,InterPro2GO
IEA,GO_REF:0000002,GO:0004896,cytokine receptor activity,13,InterPro2GO
IEA,GO_REF:0000002,GO:0030544,Hsp70 protein binding,13,InterPro2GO
IEA,GO_REF:0000002,GO:0030170,pyridoxal phosphate binding,13,InterPro2GO
IEA,GO_REF:0000002,GO:0009116,nucleoside metabolic process,13,InterPro2GO
IEA,GO_REF:0000002,GO:0010024,phytochromobilin biosynthetic process,13,InterPro2GO
IEA,GO_REF:0000002,GO:0033668,symbiont-mediated suppression of host apoptosis,13,InterPro2GO
IEA,GO_REF:0000002,GO:0060333,type II interferon-mediated signaling pathway,13,InterPro2GO
IEA,GO_REF:0000002,GO:0050897,cobalt ion binding,13,InterPro2GO
IEA,GO_REF:0000002,GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",13,InterPro2GO
IEA,GO_REF:0000002,GO:0001680,tRNA 3'-terminal CCA addition,13,InterPro2GO
IEA,GO_REF:0000002,GO:0043039,tRNA aminoacylation,13,InterPro2GO
IEA,GO_REF:0000002,GO:0098024,"virus tail, fiber",13,InterPro2GO
IEA,GO_REF:0000002,GO:0039695,DNA-templated viral transcription,12,InterPro2GO
IEA,GO_REF:0000002,GO:0039690,positive stranded viral RNA replication,12,InterPro2GO
IEA,GO_REF:0000002,GO:0016740,transferase activity,12,InterPro2GO
IEA,GO_REF:0000002,GO:0004725,protein tyrosine phosphatase activity,12,InterPro2GO
IEA,GO_REF:0000002,GO:0031072,heat shock protein binding,12,InterPro2GO
IEA,GO_REF:0000002,GO:0008146,sulfotransferase activity,12,InterPro2GO
