evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0005694,chromosome,2041,InterPro2GO
IEA,GO_REF:0000002,GO:0003924,GTPase activity,2027,InterPro2GO
IEA,GO_REF:0000002,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,2025,InterPro2GO
IEA,GO_REF:0000002,GO:0071973,bacterial-type flagellum-dependent cell motility,2020,InterPro2GO
IEA,GO_REF:0000002,GO:0006281,DNA repair,1994,InterPro2GO
IEA,GO_REF:0000002,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",1977,InterPro2GO
IEA,GO_REF:0000002,GO:0006396,RNA processing,1928,InterPro2GO
IEA,GO_REF:0000002,GO:0030976,thiamine pyrophosphate binding,1898,InterPro2GO
IEA,GO_REF:0000002,GO:0071949,FAD binding,1888,InterPro2GO
IEA,GO_REF:0000002,GO:0015935,small ribosomal subunit,1847,InterPro2GO
IEA,GO_REF:0000002,GO:0044780,bacterial-type flagellum assembly,1799,InterPro2GO
IEA,GO_REF:0000002,GO:0030435,sporulation resulting in formation of a cellular spore,1786,InterPro2GO
IEA,GO_REF:0000002,GO:0006935,chemotaxis,1778,InterPro2GO
IEA,GO_REF:0000002,GO:0008170,N-methyltransferase activity,1722,InterPro2GO
IEA,GO_REF:0000002,GO:0008137,NADH dehydrogenase (ubiquinone) activity,1711,InterPro2GO
IEA,GO_REF:0000002,GO:0008408,3'-5' exonuclease activity,1705,InterPro2GO
IEA,GO_REF:0000002,GO:0006265,DNA topological change,1684,InterPro2GO
IEA,GO_REF:0000002,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1657,InterPro2GO
IEA,GO_REF:0000002,GO:1902600,proton transmembrane transport,1656,InterPro2GO
IEA,GO_REF:0000002,GO:1901135,carbohydrate derivative metabolic process,1655,InterPro2GO
IEA,GO_REF:0000002,GO:0003774,cytoskeletal motor activity,1652,InterPro2GO
IEA,GO_REF:0000002,GO:0016788,"hydrolase activity, acting on ester bonds",1648,InterPro2GO
IEA,GO_REF:0000002,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,1643,InterPro2GO
IEA,GO_REF:0000002,GO:0016832,aldehyde-lyase activity,1620,InterPro2GO
IEA,GO_REF:0000002,GO:0004252,serine-type endopeptidase activity,1603,InterPro2GO
IEA,GO_REF:0000002,GO:0004888,transmembrane signaling receptor activity,1501,InterPro2GO
IEA,GO_REF:0000002,GO:0005315,phosphate transmembrane transporter activity,1496,InterPro2GO
IEA,GO_REF:0000002,GO:0009306,protein secretion,1490,InterPro2GO
IEA,GO_REF:0000002,GO:0030983,mismatched DNA binding,1476,InterPro2GO
IEA,GO_REF:0000002,GO:0009236,cobalamin biosynthetic process,1469,InterPro2GO
IEA,GO_REF:0000002,GO:0020037,heme binding,1453,InterPro2GO
IEA,GO_REF:0000002,GO:0000049,tRNA binding,1447,InterPro2GO
IEA,GO_REF:0000002,GO:0002161,aminoacyl-tRNA deacylase activity,1427,InterPro2GO
IEA,GO_REF:0000002,GO:0005886,plasma membrane,1417,InterPro2GO
IEA,GO_REF:0000002,GO:0008173,RNA methyltransferase activity,1399,InterPro2GO
IEA,GO_REF:0000002,GO:0003690,double-stranded DNA binding,1382,InterPro2GO
IEA,GO_REF:0000002,GO:0008643,carbohydrate transport,1371,InterPro2GO
IEA,GO_REF:0000002,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,1321,InterPro2GO
IEA,GO_REF:0000002,GO:0015934,large ribosomal subunit,1300,InterPro2GO
IEA,GO_REF:0000002,GO:0000272,polysaccharide catabolic process,1288,InterPro2GO
IEA,GO_REF:0000002,GO:0000902,cell morphogenesis,1287,InterPro2GO
IEA,GO_REF:0000002,GO:0006779,porphyrin-containing compound biosynthetic process,1285,InterPro2GO
IEA,GO_REF:0000002,GO:0000271,polysaccharide biosynthetic process,1273,InterPro2GO
IEA,GO_REF:0000002,GO:0009360,DNA polymerase III complex,1237,InterPro2GO
IEA,GO_REF:0000002,GO:0003333,amino acid transmembrane transport,1235,InterPro2GO
IEA,GO_REF:0000002,GO:0016226,iron-sulfur cluster assembly,1229,InterPro2GO
IEA,GO_REF:0000002,GO:0015424,ABC-type amino acid transporter activity,1223,InterPro2GO
IEA,GO_REF:0000002,GO:0004853,uroporphyrinogen decarboxylase activity,1220,InterPro2GO
IEA,GO_REF:0000002,GO:0005525,GTP binding,1162,InterPro2GO
IEA,GO_REF:0000002,GO:0006813,potassium ion transport,1149,InterPro2GO
IEA,GO_REF:0000002,GO:0009116,nucleoside metabolic process,1145,InterPro2GO
IEA,GO_REF:0000002,GO:0043937,regulation of sporulation,1124,InterPro2GO
IEA,GO_REF:0000002,GO:0008901,ferredoxin hydrogenase activity,1111,InterPro2GO
IEA,GO_REF:0000002,GO:0016597,amino acid binding,1103,InterPro2GO
IEA,GO_REF:0000002,GO:0005198,structural molecule activity,1091,InterPro2GO
IEA,GO_REF:0000002,GO:0006298,mismatch repair,1053,InterPro2GO
IEA,GO_REF:0000002,GO:0035435,phosphate ion transmembrane transport,1047,InterPro2GO
IEA,GO_REF:0000002,GO:0009378,four-way junction helicase activity,1030,InterPro2GO
IEA,GO_REF:0000002,GO:0009317,acetyl-CoA carboxylase complex,1021,InterPro2GO
IEA,GO_REF:0000002,GO:0016114,terpenoid biosynthetic process,1014,InterPro2GO
IEA,GO_REF:0000002,GO:0016757,glycosyltransferase activity,998,InterPro2GO
IEA,GO_REF:0000002,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",992,InterPro2GO
IEA,GO_REF:0000002,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,970,InterPro2GO
IEA,GO_REF:0000002,GO:0009380,excinuclease repair complex,966,InterPro2GO
IEA,GO_REF:0000002,GO:0051082,unfolded protein binding,964,InterPro2GO
IEA,GO_REF:0000002,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",963,InterPro2GO
IEA,GO_REF:0000002,GO:0015703,chromate transport,962,InterPro2GO
IEA,GO_REF:0000002,GO:0015109,chromate transmembrane transporter activity,962,InterPro2GO
IEA,GO_REF:0000002,GO:0006302,double-strand break repair,961,InterPro2GO
IEA,GO_REF:0000002,GO:0008641,ubiquitin-like modifier activating enzyme activity,941,InterPro2GO
IEA,GO_REF:0000002,GO:0042773,ATP synthesis coupled electron transport,934,InterPro2GO
IEA,GO_REF:0000002,GO:0006139,nucleobase-containing compound metabolic process,930,InterPro2GO
IEA,GO_REF:0000002,GO:0006071,glycerol metabolic process,922,InterPro2GO
IEA,GO_REF:0000002,GO:0005283,amino acid:sodium symporter activity,916,InterPro2GO
IEA,GO_REF:0000002,GO:0009307,DNA restriction-modification system,904,InterPro2GO
IEA,GO_REF:0000002,GO:0019277,UDP-N-acetylgalactosamine biosynthetic process,885,InterPro2GO
IEA,GO_REF:0000002,GO:0004519,endonuclease activity,869,InterPro2GO
IEA,GO_REF:0000002,GO:0007155,cell adhesion,860,InterPro2GO
IEA,GO_REF:0000002,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",855,InterPro2GO
IEA,GO_REF:0000002,GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthase activity,848,InterPro2GO
IEA,GO_REF:0000002,GO:0003697,single-stranded DNA binding,837,InterPro2GO
IEA,GO_REF:0000002,GO:0008061,chitin binding,834,InterPro2GO
IEA,GO_REF:0000002,GO:0030001,metal ion transport,834,InterPro2GO
IEA,GO_REF:0000002,GO:0016625,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor",834,InterPro2GO
IEA,GO_REF:0000002,GO:0009288,bacterial-type flagellum,831,InterPro2GO
IEA,GO_REF:0000002,GO:0016829,lyase activity,826,InterPro2GO
IEA,GO_REF:0000002,GO:0015293,symporter activity,818,InterPro2GO
IEA,GO_REF:0000002,GO:0016151,nickel cation binding,802,InterPro2GO
IEA,GO_REF:0000002,GO:0006221,pyrimidine nucleotide biosynthetic process,797,InterPro2GO
IEA,GO_REF:0000002,GO:0004521,RNA endonuclease activity,795,InterPro2GO
IEA,GO_REF:0000002,GO:0006629,lipid metabolic process,778,InterPro2GO
IEA,GO_REF:0000002,GO:0022900,electron transport chain,752,InterPro2GO
IEA,GO_REF:0000002,GO:0018580,nitronate monooxygenase activity,746,InterPro2GO
IEA,GO_REF:0000002,GO:0003989,acetyl-CoA carboxylase activity,744,InterPro2GO
IEA,GO_REF:0000002,GO:0016987,sigma factor activity,739,InterPro2GO
IEA,GO_REF:0000002,GO:0030163,protein catabolic process,737,InterPro2GO
IEA,GO_REF:0000002,GO:0043546,molybdopterin cofactor binding,726,InterPro2GO
IEA,GO_REF:0000002,GO:0003899,DNA-directed RNA polymerase activity,708,InterPro2GO
IEA,GO_REF:0000002,GO:0070063,RNA polymerase binding,704,InterPro2GO
IEA,GO_REF:0000002,GO:0015450,protein-transporting ATPase activity,702,InterPro2GO
IEA,GO_REF:0000002,GO:0008658,penicillin binding,700,InterPro2GO
IEA,GO_REF:0000002,GO:0070403,NAD+ binding,693,InterPro2GO
IEA,GO_REF:0000002,GO:0000150,DNA strand exchange activity,693,InterPro2GO
IEA,GO_REF:0000002,GO:0008410,CoA-transferase activity,692,InterPro2GO
IEA,GO_REF:0000002,GO:0009073,aromatic amino acid family biosynthetic process,683,InterPro2GO
IEA,GO_REF:0000002,GO:0030288,outer membrane-bounded periplasmic space,682,InterPro2GO
IEA,GO_REF:0000002,GO:0019346,transsulfuration,681,InterPro2GO
IEA,GO_REF:0000002,GO:0016746,acyltransferase activity,672,InterPro2GO
IEA,GO_REF:0000002,GO:0009231,riboflavin biosynthetic process,670,InterPro2GO
IEA,GO_REF:0000002,GO:0004540,RNA nuclease activity,669,InterPro2GO
IEA,GO_REF:0000002,GO:0006535,cysteine biosynthetic process from serine,667,InterPro2GO
IEA,GO_REF:0000002,GO:0005436,sodium:phosphate symporter activity,666,InterPro2GO
IEA,GO_REF:0000002,GO:0044341,sodium-dependent phosphate transport,666,InterPro2GO
IEA,GO_REF:0000002,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,663,InterPro2GO
IEA,GO_REF:0000002,GO:0006096,glycolytic process,656,InterPro2GO
IEA,GO_REF:0000002,GO:0016998,cell wall macromolecule catabolic process,651,InterPro2GO
IEA,GO_REF:0000002,GO:0042121,alginic acid biosynthetic process,648,InterPro2GO
IEA,GO_REF:0000002,GO:0006633,fatty acid biosynthetic process,647,InterPro2GO
IEA,GO_REF:0000002,GO:0035438,cyclic-di-GMP binding,638,InterPro2GO
IEA,GO_REF:0000002,GO:0006412,translation,637,InterPro2GO
IEA,GO_REF:0000002,GO:0009425,bacterial-type flagellum basal body,634,InterPro2GO
IEA,GO_REF:0000002,GO:0003678,DNA helicase activity,625,InterPro2GO
IEA,GO_REF:0000002,GO:1990362,butanol dehydrogenase (NAD+) activity,621,InterPro2GO
IEA,GO_REF:0000002,GO:0006006,glucose metabolic process,618,InterPro2GO
IEA,GO_REF:0000002,GO:0042173,regulation of sporulation resulting in formation of a cellular spore,617,InterPro2GO
IEA,GO_REF:0000002,GO:0009166,nucleotide catabolic process,616,InterPro2GO
IEA,GO_REF:0000002,GO:0051276,chromosome organization,616,InterPro2GO
IEA,GO_REF:0000002,GO:0006289,nucleotide-excision repair,601,InterPro2GO
IEA,GO_REF:0000002,GO:0019867,outer membrane,599,InterPro2GO
IEA,GO_REF:0000002,GO:0050485,"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor",593,InterPro2GO
IEA,GO_REF:0000002,GO:0045910,negative regulation of DNA recombination,583,InterPro2GO
IEA,GO_REF:0000002,GO:0030527,structural constituent of chromatin,580,InterPro2GO
IEA,GO_REF:0000002,GO:0008409,5'-3' exonuclease activity,580,InterPro2GO
IEA,GO_REF:0000002,GO:0006814,sodium ion transport,575,InterPro2GO
IEA,GO_REF:0000002,GO:0015379,potassium:chloride symporter activity,575,InterPro2GO
IEA,GO_REF:0000002,GO:0071805,potassium ion transmembrane transport,574,InterPro2GO
IEA,GO_REF:0000002,GO:0009113,purine nucleobase biosynthetic process,573,InterPro2GO
IEA,GO_REF:0000002,GO:0016758,hexosyltransferase activity,573,InterPro2GO
IEA,GO_REF:0000002,GO:0046168,glycerol-3-phosphate catabolic process,565,InterPro2GO
IEA,GO_REF:0000002,GO:0009254,peptidoglycan turnover,565,InterPro2GO
IEA,GO_REF:0000002,GO:0006812,monoatomic cation transport,564,InterPro2GO
IEA,GO_REF:0000002,GO:0005509,calcium ion binding,553,InterPro2GO
IEA,GO_REF:0000002,GO:0009229,thiamine diphosphate biosynthetic process,549,InterPro2GO
IEA,GO_REF:0000002,GO:0006351,DNA-templated transcription,546,InterPro2GO
IEA,GO_REF:0000002,GO:0043169,cation binding,543,InterPro2GO
IEA,GO_REF:0000002,GO:0032784,regulation of DNA-templated transcription elongation,540,InterPro2GO
IEA,GO_REF:0000002,GO:0004359,glutaminase activity,539,InterPro2GO
IEA,GO_REF:0000002,GO:0051775,response to redox state,535,InterPro2GO
IEA,GO_REF:0000002,GO:0016740,transferase activity,531,InterPro2GO
IEA,GO_REF:0000002,GO:0017111,ribonucleoside triphosphate phosphatase activity,530,InterPro2GO
IEA,GO_REF:0000002,GO:0004722,protein serine/threonine phosphatase activity,528,InterPro2GO
IEA,GO_REF:0000002,GO:0016831,carboxy-lyase activity,528,InterPro2GO
IEA,GO_REF:0000002,GO:0033179,"proton-transporting V-type ATPase, V0 domain",525,InterPro2GO
IEA,GO_REF:0000002,GO:0009294,DNA-mediated transformation,525,InterPro2GO
IEA,GO_REF:0000002,GO:0008168,methyltransferase activity,524,InterPro2GO
IEA,GO_REF:0000002,GO:0008237,metallopeptidase activity,521,InterPro2GO
IEA,GO_REF:0000002,GO:0008033,tRNA processing,515,InterPro2GO
IEA,GO_REF:0000002,GO:0017038,protein import,515,InterPro2GO
IEA,GO_REF:0000002,GO:0030388,"fructose 1,6-bisphosphate metabolic process",511,InterPro2GO
IEA,GO_REF:0000002,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",511,InterPro2GO
IEA,GO_REF:0000002,GO:0008276,protein methyltransferase activity,510,InterPro2GO
IEA,GO_REF:0000002,GO:0006284,base-excision repair,505,InterPro2GO
IEA,GO_REF:0000002,GO:0008081,phosphoric diester hydrolase activity,504,InterPro2GO
IEA,GO_REF:0000002,GO:0004326,tetrahydrofolylpolyglutamate synthase activity,503,InterPro2GO
IEA,GO_REF:0000002,GO:0042803,protein homodimerization activity,501,InterPro2GO
IEA,GO_REF:0000002,GO:0051087,protein-folding chaperone binding,500,InterPro2GO
IEA,GO_REF:0000002,GO:0003796,lysozyme activity,499,InterPro2GO
IEA,GO_REF:0000002,GO:0004470,malic enzyme activity,498,InterPro2GO
IEA,GO_REF:0000002,GO:0006541,glutamine metabolic process,496,InterPro2GO
IEA,GO_REF:0000002,GO:0016783,sulfurtransferase activity,494,InterPro2GO
IEA,GO_REF:0000002,GO:0005507,copper ion binding,493,InterPro2GO
IEA,GO_REF:0000002,GO:0044183,protein folding chaperone,492,InterPro2GO
IEA,GO_REF:0000002,GO:0015079,potassium ion transmembrane transporter activity,492,InterPro2GO
IEA,GO_REF:0000002,GO:0030145,manganese ion binding,491,InterPro2GO
IEA,GO_REF:0000002,GO:0006072,glycerol-3-phosphate metabolic process,490,InterPro2GO
IEA,GO_REF:0000002,GO:0140663,ATP-dependent FeS chaperone activity,489,InterPro2GO
IEA,GO_REF:0000002,GO:0005840,ribosome,488,InterPro2GO
IEA,GO_REF:0000002,GO:0030436,asexual sporulation,488,InterPro2GO
IEA,GO_REF:0000002,GO:0008381,mechanosensitive monoatomic ion channel activity,483,InterPro2GO
IEA,GO_REF:0000002,GO:0009408,response to heat,482,InterPro2GO
IEA,GO_REF:0000002,GO:0015276,ligand-gated monoatomic ion channel activity,481,InterPro2GO
IEA,GO_REF:0000002,GO:0030643,intracellular phosphate ion homeostasis,479,InterPro2GO
IEA,GO_REF:0000002,GO:0051920,peroxiredoxin activity,479,InterPro2GO
IEA,GO_REF:0000002,GO:0045936,negative regulation of phosphate metabolic process,478,InterPro2GO
IEA,GO_REF:0000002,GO:0004645,"1,4-alpha-oligoglucan phosphorylase activity",476,InterPro2GO
IEA,GO_REF:0000002,GO:0009424,bacterial-type flagellum hook,473,InterPro2GO
IEA,GO_REF:0000002,GO:0019674,NAD+ metabolic process,471,InterPro2GO
IEA,GO_REF:0000002,GO:0008233,peptidase activity,470,InterPro2GO
IEA,GO_REF:0000002,GO:0043022,ribosome binding,469,InterPro2GO
IEA,GO_REF:0000002,GO:0031072,heat shock protein binding,469,InterPro2GO
IEA,GO_REF:0000002,GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",467,InterPro2GO
IEA,GO_REF:0000002,GO:0002949,tRNA threonylcarbamoyladenosine modification,467,InterPro2GO
IEA,GO_REF:0000002,GO:0008312,7S RNA binding,466,InterPro2GO
IEA,GO_REF:0000002,GO:0032549,ribonucleoside binding,464,InterPro2GO
IEA,GO_REF:0000002,GO:0043043,peptide biosynthetic process,464,InterPro2GO
IEA,GO_REF:0000002,GO:0004109,coproporphyrinogen oxidase activity,463,InterPro2GO
IEA,GO_REF:0000002,GO:0006011,UDP-alpha-D-glucose metabolic process,462,InterPro2GO
IEA,GO_REF:0000002,GO:0006542,glutamine biosynthetic process,461,InterPro2GO
IEA,GO_REF:0000002,GO:0016836,hydro-lyase activity,461,InterPro2GO
IEA,GO_REF:0000002,GO:0043571,maintenance of CRISPR repeat elements,460,InterPro2GO
IEA,GO_REF:0000002,GO:0006007,glucose catabolic process,459,InterPro2GO
IEA,GO_REF:0000002,GO:0004810,CCA tRNA nucleotidyltransferase activity,458,InterPro2GO
IEA,GO_REF:0000002,GO:0004190,aspartic-type endopeptidase activity,458,InterPro2GO
IEA,GO_REF:0000002,GO:0006220,pyrimidine nucleotide metabolic process,458,InterPro2GO
IEA,GO_REF:0000002,GO:0006171,cAMP biosynthetic process,456,InterPro2GO
IEA,GO_REF:0000002,GO:0009379,Holliday junction helicase complex,456,InterPro2GO
IEA,GO_REF:0000002,GO:0004536,DNA nuclease activity,453,InterPro2GO
IEA,GO_REF:0000002,GO:0004525,ribonuclease III activity,451,InterPro2GO
IEA,GO_REF:0000002,GO:0004371,glycerone kinase activity,451,InterPro2GO
IEA,GO_REF:0000002,GO:0008649,rRNA methyltransferase activity,450,InterPro2GO
IEA,GO_REF:0000002,GO:0008236,serine-type peptidase activity,448,InterPro2GO
IEA,GO_REF:0000002,GO:0016779,nucleotidyltransferase activity,446,InterPro2GO
IEA,GO_REF:0000002,GO:0043365,[formate-C-acetyltransferase]-activating enzyme activity,445,InterPro2GO
IEA,GO_REF:0000002,GO:0051304,chromosome separation,444,InterPro2GO
IEA,GO_REF:0000002,GO:0006824,cobalt ion transport,444,InterPro2GO
IEA,GO_REF:0000002,GO:0030261,chromosome condensation,444,InterPro2GO
IEA,GO_REF:0000002,GO:0006083,acetate metabolic process,444,InterPro2GO
IEA,GO_REF:0000002,GO:0007062,sister chromatid cohesion,443,InterPro2GO
IEA,GO_REF:0000002,GO:0008775,acetate CoA-transferase activity,443,InterPro2GO
IEA,GO_REF:0000002,GO:0030975,thiamine binding,441,InterPro2GO
IEA,GO_REF:0000002,GO:0046677,response to antibiotic,440,InterPro2GO
IEA,GO_REF:0000002,GO:0004040,amidase activity,438,InterPro2GO
IEA,GO_REF:0000002,GO:0005960,glycine cleavage complex,438,InterPro2GO
IEA,GO_REF:0000002,GO:0006223,uracil salvage,435,InterPro2GO
IEA,GO_REF:0000002,GO:0051259,protein complex oligomerization,435,InterPro2GO
IEA,GO_REF:0000002,GO:0034618,arginine binding,435,InterPro2GO
IEA,GO_REF:0000002,GO:0050043,lactate racemase activity,432,InterPro2GO
IEA,GO_REF:0000002,GO:0004373,"alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity",431,InterPro2GO
IEA,GO_REF:0000002,GO:0008817,corrinoid adenosyltransferase activity,428,InterPro2GO
IEA,GO_REF:0000002,GO:0051537,"2 iron, 2 sulfur cluster binding",426,InterPro2GO
IEA,GO_REF:0000002,GO:0016209,antioxidant activity,418,InterPro2GO
IEA,GO_REF:0000002,GO:0030694,"bacterial-type flagellum basal body, rod",412,InterPro2GO
IEA,GO_REF:0000002,GO:0006631,fatty acid metabolic process,408,InterPro2GO
IEA,GO_REF:0000002,GO:0019808,polyamine binding,407,InterPro2GO
IEA,GO_REF:0000002,GO:0015846,polyamine transport,405,InterPro2GO
IEA,GO_REF:0000002,GO:0070573,metallodipeptidase activity,404,InterPro2GO
IEA,GO_REF:0000002,GO:0004665,prephenate dehydrogenase (NADP+) activity,402,InterPro2GO
IEA,GO_REF:0000002,GO:0035429,gluconate transmembrane transport,402,InterPro2GO
IEA,GO_REF:0000002,GO:0015128,gluconate transmembrane transporter activity,402,InterPro2GO
IEA,GO_REF:0000002,GO:0006091,generation of precursor metabolites and energy,400,InterPro2GO
IEA,GO_REF:0000002,GO:0009247,glycolipid biosynthetic process,398,InterPro2GO
IEA,GO_REF:0000002,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",398,InterPro2GO
IEA,GO_REF:0000002,GO:0015941,pantothenate catabolic process,396,InterPro2GO
IEA,GO_REF:0000002,GO:0008171,O-methyltransferase activity,395,InterPro2GO
IEA,GO_REF:0000002,GO:0016301,kinase activity,395,InterPro2GO
IEA,GO_REF:0000002,GO:0016989,sigma factor antagonist activity,392,InterPro2GO
IEA,GO_REF:0000002,GO:0042174,negative regulation of sporulation resulting in formation of a cellular spore,392,InterPro2GO
IEA,GO_REF:0000002,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",390,InterPro2GO
IEA,GO_REF:0000002,GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,390,InterPro2GO
IEA,GO_REF:0000002,GO:0070006,metalloaminopeptidase activity,387,InterPro2GO
IEA,GO_REF:0000002,GO:0042834,peptidoglycan binding,384,InterPro2GO
