evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0008168,methyltransferase activity,250,InterPro2GO
IEA,GO_REF:0000002,GO:1901135,carbohydrate derivative metabolic process,250,InterPro2GO
IEA,GO_REF:0000002,GO:0004332,fructose-bisphosphate aldolase activity,247,InterPro2GO
IEA,GO_REF:0000002,GO:0006298,mismatch repair,245,InterPro2GO
IEA,GO_REF:0000002,GO:0015035,protein-disulfide reductase activity,245,InterPro2GO
IEA,GO_REF:0000002,GO:0015936,coenzyme A metabolic process,244,InterPro2GO
IEA,GO_REF:0000002,GO:0006229,dUTP biosynthetic process,244,InterPro2GO
IEA,GO_REF:0000002,GO:0004190,aspartic-type endopeptidase activity,243,InterPro2GO
IEA,GO_REF:0000002,GO:0006396,RNA processing,242,InterPro2GO
IEA,GO_REF:0000002,GO:0110001,toxin-antitoxin complex,241,InterPro2GO
IEA,GO_REF:0000002,GO:0045901,positive regulation of translational elongation,240,InterPro2GO
IEA,GO_REF:0000002,GO:0045905,positive regulation of translational termination,240,InterPro2GO
IEA,GO_REF:0000002,GO:0015078,proton transmembrane transporter activity,238,InterPro2GO
IEA,GO_REF:0000002,GO:0008966,phosphoglucosamine mutase activity,237,InterPro2GO
IEA,GO_REF:0000002,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",236,InterPro2GO
IEA,GO_REF:0000002,GO:0071897,DNA biosynthetic process,236,InterPro2GO
IEA,GO_REF:0000002,GO:0071805,potassium ion transmembrane transport,236,InterPro2GO
IEA,GO_REF:0000002,GO:0004810,CCA tRNA nucleotidyltransferase activity,236,InterPro2GO
IEA,GO_REF:0000002,GO:0019346,transsulfuration,235,InterPro2GO
IEA,GO_REF:0000002,GO:0006139,nucleobase-containing compound metabolic process,234,InterPro2GO
IEA,GO_REF:0000002,GO:0008080,N-acetyltransferase activity,232,InterPro2GO
IEA,GO_REF:0000002,GO:0008531,riboflavin kinase activity,232,InterPro2GO
IEA,GO_REF:0000002,GO:0006289,nucleotide-excision repair,230,InterPro2GO
IEA,GO_REF:0000002,GO:0006414,translational elongation,230,InterPro2GO
IEA,GO_REF:0000002,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",229,InterPro2GO
IEA,GO_REF:0000002,GO:0071025,RNA surveillance,229,InterPro2GO
IEA,GO_REF:0000002,GO:0006354,DNA-templated transcription elongation,229,InterPro2GO
IEA,GO_REF:0000002,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",228,InterPro2GO
IEA,GO_REF:0000002,GO:0010045,response to nickel cation,227,InterPro2GO
IEA,GO_REF:0000002,GO:0006730,one-carbon metabolic process,224,InterPro2GO
IEA,GO_REF:0000002,GO:0006367,transcription initiation at RNA polymerase II promoter,223,InterPro2GO
IEA,GO_REF:0000002,GO:0004672,protein kinase activity,222,InterPro2GO
IEA,GO_REF:0000002,GO:0031072,heat shock protein binding,220,InterPro2GO
IEA,GO_REF:0000002,GO:0009347,aspartate carbamoyltransferase complex,218,InterPro2GO
IEA,GO_REF:0000002,GO:0008233,peptidase activity,218,InterPro2GO
IEA,GO_REF:0000002,GO:0015941,pantothenate catabolic process,217,InterPro2GO
IEA,GO_REF:0000002,GO:0006260,DNA replication,213,InterPro2GO
IEA,GO_REF:0000002,GO:0015716,organic phosphonate transport,212,InterPro2GO
IEA,GO_REF:0000002,GO:0070401,NADP+ binding,211,InterPro2GO
IEA,GO_REF:0000002,GO:0070573,metallodipeptidase activity,211,InterPro2GO
IEA,GO_REF:0000002,GO:0006072,glycerol-3-phosphate metabolic process,210,InterPro2GO
IEA,GO_REF:0000002,GO:0003729,mRNA binding,210,InterPro2GO
IEA,GO_REF:0000002,GO:0006541,glutamine metabolic process,210,InterPro2GO
IEA,GO_REF:0000002,GO:0015942,formate metabolic process,208,InterPro2GO
IEA,GO_REF:0000002,GO:0006302,double-strand break repair,207,InterPro2GO
IEA,GO_REF:0000002,GO:0160107,tRNA (adenine(58)-N1)-methyltransferase activity,204,InterPro2GO
IEA,GO_REF:0000002,GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer",203,InterPro2GO
IEA,GO_REF:0000002,GO:0015416,ABC-type phosphonate transporter activity,203,InterPro2GO
IEA,GO_REF:0000002,GO:0009331,glycerol-3-phosphate dehydrogenase (FAD) complex,202,InterPro2GO
IEA,GO_REF:0000002,GO:0008081,phosphoric diester hydrolase activity,202,InterPro2GO
IEA,GO_REF:0000002,GO:0008047,enzyme activator activity,201,InterPro2GO
IEA,GO_REF:0000002,GO:0006779,porphyrin-containing compound biosynthetic process,201,InterPro2GO
IEA,GO_REF:0000002,GO:0004325,ferrochelatase activity,200,InterPro2GO
IEA,GO_REF:0000002,GO:0016746,acyltransferase activity,198,InterPro2GO
IEA,GO_REF:0000002,GO:0009263,deoxyribonucleotide biosynthetic process,198,InterPro2GO
IEA,GO_REF:0000002,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,197,InterPro2GO
IEA,GO_REF:0000002,GO:0003951,NAD+ kinase activity,197,InterPro2GO
IEA,GO_REF:0000002,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",197,InterPro2GO
IEA,GO_REF:0000002,GO:0042301,phosphate ion binding,196,InterPro2GO
IEA,GO_REF:0000002,GO:0019825,oxygen binding,196,InterPro2GO
IEA,GO_REF:0000002,GO:0015379,potassium:chloride symporter activity,196,InterPro2GO
IEA,GO_REF:0000002,GO:0048472,threonine-phosphate decarboxylase activity,195,InterPro2GO
IEA,GO_REF:0000002,GO:0009086,methionine biosynthetic process,194,InterPro2GO
IEA,GO_REF:0000002,GO:0030515,snoRNA binding,194,InterPro2GO
IEA,GO_REF:0000002,GO:0004853,uroporphyrinogen decarboxylase activity,194,InterPro2GO
IEA,GO_REF:0000002,GO:0006865,amino acid transport,193,InterPro2GO
IEA,GO_REF:0000002,GO:0009089,lysine biosynthetic process via diaminopimelate,192,InterPro2GO
IEA,GO_REF:0000002,GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex,191,InterPro2GO
IEA,GO_REF:0000002,GO:0006527,L-arginine catabolic process,191,InterPro2GO
IEA,GO_REF:0000002,GO:0008829,dCTP deaminase activity,190,InterPro2GO
IEA,GO_REF:0000002,GO:0010124,phenylacetate catabolic process,189,InterPro2GO
IEA,GO_REF:0000002,GO:0070967,coenzyme F420 binding,189,InterPro2GO
IEA,GO_REF:0000002,GO:0006740,NADPH regeneration,189,InterPro2GO
IEA,GO_REF:0000002,GO:0008483,transaminase activity,189,InterPro2GO
IEA,GO_REF:0000002,GO:0015948,methanogenesis,189,InterPro2GO
IEA,GO_REF:0000002,GO:0003934,GTP cyclohydrolase I activity,189,InterPro2GO
IEA,GO_REF:0000002,GO:0016763,pentosyltransferase activity,188,InterPro2GO
IEA,GO_REF:0000002,GO:0008863,formate dehydrogenase (NAD+) activity,187,InterPro2GO
IEA,GO_REF:0000002,GO:0016868,intramolecular phosphotransferase activity,187,InterPro2GO
IEA,GO_REF:0000002,GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity,186,InterPro2GO
IEA,GO_REF:0000002,GO:0006529,asparagine biosynthetic process,186,InterPro2GO
IEA,GO_REF:0000002,GO:0003697,single-stranded DNA binding,185,InterPro2GO
IEA,GO_REF:0000002,GO:0042803,protein homodimerization activity,182,InterPro2GO
IEA,GO_REF:0000002,GO:0051087,protein-folding chaperone binding,182,InterPro2GO
IEA,GO_REF:0000002,GO:0050897,cobalt ion binding,182,InterPro2GO
IEA,GO_REF:0000002,GO:0009228,thiamine biosynthetic process,180,InterPro2GO
IEA,GO_REF:0000002,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,179,InterPro2GO
IEA,GO_REF:0000002,GO:0003856,3-dehydroquinate synthase activity,178,InterPro2GO
IEA,GO_REF:0000002,GO:0016866,intramolecular transferase activity,177,InterPro2GO
IEA,GO_REF:0000002,GO:0006824,cobalt ion transport,177,InterPro2GO
IEA,GO_REF:0000002,GO:0004143,ATP-dependent diacylglycerol kinase activity,176,InterPro2GO
IEA,GO_REF:0000002,GO:0006796,phosphate-containing compound metabolic process,175,InterPro2GO
IEA,GO_REF:0000002,GO:0004521,RNA endonuclease activity,175,InterPro2GO
IEA,GO_REF:0000002,GO:0006780,uroporphyrinogen III biosynthetic process,173,InterPro2GO
IEA,GO_REF:0000002,GO:0015940,pantothenate biosynthetic process,173,InterPro2GO
IEA,GO_REF:0000002,GO:0006741,NADP+ biosynthetic process,172,InterPro2GO
IEA,GO_REF:0000002,GO:0042398,modified amino acid biosynthetic process,172,InterPro2GO
IEA,GO_REF:0000002,GO:0006304,DNA modification,171,InterPro2GO
IEA,GO_REF:0000002,GO:0009166,nucleotide catabolic process,169,InterPro2GO
IEA,GO_REF:0000002,GO:0004494,methylmalonyl-CoA mutase activity,168,InterPro2GO
IEA,GO_REF:0000002,GO:0004470,malic enzyme activity,168,InterPro2GO
IEA,GO_REF:0000002,GO:0051276,chromosome organization,168,InterPro2GO
IEA,GO_REF:0000002,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",164,InterPro2GO
IEA,GO_REF:0000002,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",164,InterPro2GO
IEA,GO_REF:0000002,GO:0046917,triphosphoribosyl-dephospho-CoA synthase activity,164,InterPro2GO
IEA,GO_REF:0000002,GO:0004665,prephenate dehydrogenase (NADP+) activity,163,InterPro2GO
IEA,GO_REF:0000002,GO:0006729,tetrahydrobiopterin biosynthetic process,162,InterPro2GO
IEA,GO_REF:0000002,GO:0003852,2-isopropylmalate synthase activity,161,InterPro2GO
IEA,GO_REF:0000002,GO:0006221,pyrimidine nucleotide biosynthetic process,161,InterPro2GO
IEA,GO_REF:0000002,GO:0004523,RNA-DNA hybrid ribonuclease activity,160,InterPro2GO
IEA,GO_REF:0000002,GO:0006310,DNA recombination,159,InterPro2GO
IEA,GO_REF:0000002,GO:0009085,lysine biosynthetic process,158,InterPro2GO
IEA,GO_REF:0000002,GO:0006534,cysteine metabolic process,158,InterPro2GO
IEA,GO_REF:0000002,GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase,156,InterPro2GO
IEA,GO_REF:0000002,GO:0010038,response to metal ion,154,InterPro2GO
IEA,GO_REF:0000002,GO:0043039,tRNA aminoacylation,153,InterPro2GO
IEA,GO_REF:0000002,GO:0030261,chromosome condensation,153,InterPro2GO
IEA,GO_REF:0000002,GO:0007062,sister chromatid cohesion,153,InterPro2GO
IEA,GO_REF:0000002,GO:0030026,intracellular manganese ion homeostasis,152,InterPro2GO
