evidence_type,supporting_references,go_term,go_term_label,association_count,method_name
IEA,GO_REF:0000002,GO:0051119,sugar transmembrane transporter activity,14,InterPro2GO
IEA,GO_REF:0000002,GO:0005198,structural molecule activity,13,InterPro2GO
IEA,GO_REF:0000002,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",12,InterPro2GO
IEA,GO_REF:0000002,GO:0008235,metalloexopeptidase activity,12,InterPro2GO
IEA,GO_REF:0000002,GO:0050661,NADP binding,11,InterPro2GO
IEA,GO_REF:0000002,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",11,InterPro2GO
IEA,GO_REF:0000002,GO:0051260,protein homooligomerization,11,InterPro2GO
IEA,GO_REF:0000002,GO:0007264,small GTPase-mediated signal transduction,11,InterPro2GO
IEA,GO_REF:0000002,GO:0003700,DNA-binding transcription factor activity,11,InterPro2GO
IEA,GO_REF:0000002,GO:0006979,response to oxidative stress,11,InterPro2GO
IEA,GO_REF:0000002,GO:0006520,amino acid metabolic process,10,InterPro2GO
IEA,GO_REF:0000002,GO:0005525,GTP binding,10,InterPro2GO
IEA,GO_REF:0000002,GO:0016192,vesicle-mediated transport,10,InterPro2GO
IEA,GO_REF:0000002,GO:0051082,unfolded protein binding,10,InterPro2GO
IEA,GO_REF:0000002,GO:0035091,phosphatidylinositol binding,10,InterPro2GO
IEA,GO_REF:0000002,GO:0005507,copper ion binding,10,InterPro2GO
IEA,GO_REF:0000002,GO:0046854,phosphatidylinositol phosphate biosynthetic process,9,InterPro2GO
IEA,GO_REF:0000002,GO:0006351,DNA-templated transcription,9,InterPro2GO
IEA,GO_REF:0000002,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,9,InterPro2GO
IEA,GO_REF:0000002,GO:0019752,carboxylic acid metabolic process,8,InterPro2GO
IEA,GO_REF:0000002,GO:0006013,mannose metabolic process,8,InterPro2GO
IEA,GO_REF:0000002,GO:0050909,sensory perception of taste,8,InterPro2GO
IEA,GO_REF:0000002,GO:0006357,regulation of transcription by RNA polymerase II,7,InterPro2GO
IEA,GO_REF:0000002,GO:0140664,ATP-dependent DNA damage sensor activity,7,InterPro2GO
IEA,GO_REF:0000002,GO:0006334,nucleosome assembly,7,InterPro2GO
IEA,GO_REF:0000002,GO:0003684,damaged DNA binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0006364,rRNA processing,7,InterPro2GO
IEA,GO_REF:0000002,GO:0006457,protein folding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0070403,NAD+ binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0036297,interstrand cross-link repair,7,InterPro2GO
IEA,GO_REF:0000002,GO:0006644,phospholipid metabolic process,7,InterPro2GO
IEA,GO_REF:0000002,GO:0050482,arachidonate secretion,7,InterPro2GO
IEA,GO_REF:0000002,GO:0010181,FMN binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0008017,microtubule binding,7,InterPro2GO
IEA,GO_REF:0000002,GO:0030955,potassium ion binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0005179,hormone activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0000922,spindle pole,6,InterPro2GO
IEA,GO_REF:0000002,GO:0007283,spermatogenesis,6,InterPro2GO
IEA,GO_REF:0000002,GO:0043130,ubiquitin binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0000786,nucleosome,6,InterPro2GO
IEA,GO_REF:0000002,GO:0008236,serine-type peptidase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0000049,tRNA binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0006396,RNA processing,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004983,neuropeptide Y receptor activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0032367,intracellular cholesterol transport,6,InterPro2GO
IEA,GO_REF:0000002,GO:0042834,peptidoglycan binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0043248,proteasome assembly,6,InterPro2GO
IEA,GO_REF:0000002,GO:0003779,actin binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0051015,actin filament binding,6,InterPro2GO
IEA,GO_REF:0000002,GO:0002161,aminoacyl-tRNA deacylase activity,6,InterPro2GO
IEA,GO_REF:0000002,GO:0031124,mRNA 3'-end processing,6,InterPro2GO
IEA,GO_REF:0000002,GO:0004252,serine-type endopeptidase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006368,transcription elongation by RNA polymerase II,5,InterPro2GO
IEA,GO_REF:0000002,GO:1990904,ribonucleoprotein complex,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006511,ubiquitin-dependent protein catabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0015031,protein transport,5,InterPro2GO
IEA,GO_REF:0000002,GO:2001070,starch binding,5,InterPro2GO
IEA,GO_REF:0000002,GO:0008083,growth factor activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0140575,transmembrane monodehydroascorbate reductase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0035092,sperm DNA condensation,5,InterPro2GO
IEA,GO_REF:0000002,GO:0046034,ATP metabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006139,nucleobase-containing compound metabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0051056,regulation of small GTPase mediated signal transduction,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006629,lipid metabolic process,5,InterPro2GO
IEA,GO_REF:0000002,GO:0006397,mRNA processing,5,InterPro2GO
IEA,GO_REF:0000002,GO:0004866,endopeptidase inhibitor activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0070008,serine-type exopeptidase activity,5,InterPro2GO
IEA,GO_REF:0000002,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,5,InterPro2GO
IEA,GO_REF:0000002,GO:0016051,carbohydrate biosynthetic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0019904,protein domain specific binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0030527,structural constituent of chromatin,4,InterPro2GO
IEA,GO_REF:0000002,GO:0048038,quinone binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0043022,ribosome binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0045292,"mRNA cis splicing, via spliceosome",4,InterPro2GO
IEA,GO_REF:0000002,GO:0016567,protein ubiquitination,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008289,lipid binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003682,chromatin binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0046856,phosphatidylinositol dephosphorylation,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009166,nucleotide catabolic process,4,InterPro2GO
IEA,GO_REF:0000002,GO:0070573,metallodipeptidase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0030833,regulation of actin filament polymerization,4,InterPro2GO
IEA,GO_REF:0000002,GO:0008092,cytoskeletal protein binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004222,metalloendopeptidase activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0005783,endoplasmic reticulum,4,InterPro2GO
IEA,GO_REF:0000002,GO:0042026,protein refolding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0007186,G protein-coupled receptor signaling pathway,4,InterPro2GO
IEA,GO_REF:0000002,GO:0051087,protein-folding chaperone binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0019843,rRNA binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0003714,transcription corepressor activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0030414,peptidase inhibitor activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0005536,D-glucose binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0019901,protein kinase binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0009055,electron transfer activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",4,InterPro2GO
IEA,GO_REF:0000002,GO:0031072,heat shock protein binding,4,InterPro2GO
IEA,GO_REF:0000002,GO:0042803,protein homodimerization activity,4,InterPro2GO
IEA,GO_REF:0000002,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",3,InterPro2GO
IEA,GO_REF:0000002,GO:0030976,thiamine pyrophosphate binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006623,protein targeting to vacuole,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009966,regulation of signal transduction,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019991,septate junction assembly,3,InterPro2GO
IEA,GO_REF:0000002,GO:0019902,phosphatase binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005667,transcription regulator complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005886,plasma membrane,3,InterPro2GO
IEA,GO_REF:0000002,GO:0007131,reciprocal meiotic recombination,3,InterPro2GO
IEA,GO_REF:0000002,GO:0007018,microtubule-based movement,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005858,axonemal dynein complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005543,phospholipid binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042246,tissue regeneration,3,InterPro2GO
IEA,GO_REF:0000002,GO:0032012,regulation of ARF protein signal transduction,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042802,identical protein binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003743,translation initiation factor activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003697,single-stranded DNA binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",3,InterPro2GO
IEA,GO_REF:0000002,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",3,InterPro2GO
IEA,GO_REF:0000002,GO:0006000,fructose metabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005680,anaphase-promoting complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0046695,SLIK (SAGA-like) complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0009116,nucleoside metabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042176,regulation of protein catabolic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0042393,histone binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0007017,microtubule-based process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0003707,nuclear steroid receptor activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0045271,respiratory chain complex I,3,InterPro2GO
IEA,GO_REF:0000002,GO:0000139,Golgi membrane,3,InterPro2GO
IEA,GO_REF:0000002,GO:0097367,carbohydrate derivative binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0001700,embryonic development via the syncytial blastoderm,3,InterPro2GO
IEA,GO_REF:0000002,GO:0032549,ribonucleoside binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0071897,DNA biosynthetic process,3,InterPro2GO
IEA,GO_REF:0000002,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,3,InterPro2GO
IEA,GO_REF:0000002,GO:0048188,Set1C/COMPASS complex,3,InterPro2GO
IEA,GO_REF:0000002,GO:0031177,phosphopantetheine binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0045505,dynein intermediate chain binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0007023,post-chaperonin tubulin folding pathway,3,InterPro2GO
IEA,GO_REF:0000002,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0140663,ATP-dependent FeS chaperone activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0051959,dynein light intermediate chain binding,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005874,microtubule,3,InterPro2GO
IEA,GO_REF:0000002,GO:0015035,protein-disulfide reductase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0010349,L-galactose dehydrogenase activity,3,InterPro2GO
IEA,GO_REF:0000002,GO:0005789,endoplasmic reticulum membrane,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006228,UTP biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0045893,positive regulation of DNA-templated transcription,2,InterPro2GO
IEA,GO_REF:0000002,GO:0070006,metalloaminopeptidase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007015,actin filament organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016491,oxidoreductase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0140647,P450-containing electron transport chain,2,InterPro2GO
IEA,GO_REF:0000002,GO:0000027,ribosomal large subunit assembly,2,InterPro2GO
IEA,GO_REF:0000002,GO:0015075,monoatomic ion transmembrane transporter activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030234,enzyme regulator activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005200,structural constituent of cytoskeleton,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008312,7S RNA binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006406,mRNA export from nucleus,2,InterPro2GO
IEA,GO_REF:0000002,GO:0071108,protein K48-linked deubiquitination,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006450,regulation of translational fidelity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006289,nucleotide-excision repair,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008408,3'-5' exonuclease activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042908,xenobiotic transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0044183,protein folding chaperone,2,InterPro2GO
IEA,GO_REF:0000002,GO:0045666,positive regulation of neuron differentiation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007155,cell adhesion,2,InterPro2GO
IEA,GO_REF:0000002,GO:0140021,mitochondrial ADP transmembrane transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0000278,mitotic cell cycle,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006281,DNA repair,2,InterPro2GO
IEA,GO_REF:0000002,GO:1904380,endoplasmic reticulum mannose trimming,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004499,"N,N-dimethylaniline monooxygenase activity",2,InterPro2GO
IEA,GO_REF:0000002,GO:0003725,double-stranded RNA binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004726,non-membrane spanning protein tyrosine phosphatase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008201,heparin binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006260,DNA replication,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030688,"preribosome, small subunit precursor",2,InterPro2GO
IEA,GO_REF:0000002,GO:0006338,chromatin remodeling,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006183,GTP biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0001558,regulation of cell growth,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006366,transcription by RNA polymerase II,2,InterPro2GO
IEA,GO_REF:0000002,GO:0001678,intracellular glucose homeostasis,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008509,monoatomic anion transmembrane transporter activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",2,InterPro2GO
IEA,GO_REF:0000002,GO:0006518,peptide metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042910,xenobiotic transmembrane transporter activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008615,pyridoxine biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004994,somatostatin receptor activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:1990547,mitochondrial phosphate ion transmembrane transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042632,cholesterol homeostasis,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016042,lipid catabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005085,guanyl-nucleotide exchange factor activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030544,Hsp70 protein binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030130,clathrin coat of trans-Golgi network vesicle,2,InterPro2GO
IEA,GO_REF:0000002,GO:1990542,mitochondrial transmembrane transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0032465,regulation of cytokinesis,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005102,signaling receptor binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0044877,protein-containing complex binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042134,rRNA primary transcript binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0043014,alpha-tubulin binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0035435,phosphate ion transmembrane transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005739,mitochondrion,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005681,spliceosomal complex,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007009,plasma membrane organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005164,tumor necrosis factor receptor binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0038023,signaling receptor activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016556,mRNA modification,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006986,response to unfolded protein,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005452,solute:inorganic anion antiporter activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0051726,regulation of cell cycle,2,InterPro2GO
IEA,GO_REF:0000002,GO:0045746,negative regulation of Notch signaling pathway,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019905,syntaxin binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0009890,negative regulation of biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030151,molybdenum ion binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005801,cis-Golgi network,2,InterPro2GO
IEA,GO_REF:0000002,GO:0009113,purine nucleobase biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0045944,positive regulation of transcription by RNA polymerase II,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042254,ribosome biogenesis,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006241,CTP biosynthetic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007605,sensory perception of sound,2,InterPro2GO
IEA,GO_REF:0000002,GO:0019674,NAD+ metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008374,O-acyltransferase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",2,InterPro2GO
IEA,GO_REF:0000002,GO:0006412,translation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005096,GTPase activator activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004935,adrenergic receptor activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0061630,ubiquitin protein ligase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030983,mismatched DNA binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0031122,cytoplasmic microtubule organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030198,extracellular matrix organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0048487,beta-tubulin binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006631,fatty acid metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006310,DNA recombination,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006414,translational elongation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007219,Notch signaling pathway,2,InterPro2GO
IEA,GO_REF:0000002,GO:0032040,small-subunit processome,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007411,axon guidance,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007021,tubulin complex assembly,2,InterPro2GO
IEA,GO_REF:0000002,GO:0015631,tubulin binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0043066,negative regulation of apoptotic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030001,metal ion transport,2,InterPro2GO
IEA,GO_REF:0000002,GO:0008277,regulation of G protein-coupled receptor signaling pathway,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030686,90S preribosome,2,InterPro2GO
IEA,GO_REF:0000002,GO:0031681,G-protein beta-subunit binding,2,InterPro2GO
IEA,GO_REF:0000002,GO:0045892,negative regulation of DNA-templated transcription,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006101,citrate metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030036,actin cytoskeleton organization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006402,mRNA catabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0051262,protein tetramerization,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007160,cell-matrix adhesion,2,InterPro2GO
IEA,GO_REF:0000002,GO:0001671,ATPase activator activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0090149,mitochondrial membrane fission,2,InterPro2GO
IEA,GO_REF:0000002,GO:0007229,integrin-mediated signaling pathway,2,InterPro2GO
IEA,GO_REF:0000002,GO:0023052,signaling,2,InterPro2GO
IEA,GO_REF:0000002,GO:0009968,negative regulation of signal transduction,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005856,cytoskeleton,2,InterPro2GO
IEA,GO_REF:0000002,GO:0005315,phosphate transmembrane transporter activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0033234,negative regulation of protein sumoylation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0004176,ATP-dependent peptidase activity,2,InterPro2GO
IEA,GO_REF:0000002,GO:0060828,regulation of canonical Wnt signaling pathway,2,InterPro2GO
IEA,GO_REF:0000002,GO:0000124,SAGA complex,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006108,malate metabolic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0015629,actin cytoskeleton,2,InterPro2GO
IEA,GO_REF:0000002,GO:0040029,epigenetic regulation of gene expression,2,InterPro2GO
IEA,GO_REF:0000002,GO:0033180,"proton-transporting V-type ATPase, V1 domain",2,InterPro2GO
IEA,GO_REF:0000002,GO:0006465,signal peptide processing,2,InterPro2GO
IEA,GO_REF:0000002,GO:0030286,dynein complex,2,InterPro2GO
IEA,GO_REF:0000002,GO:0006413,translational initiation,2,InterPro2GO
IEA,GO_REF:0000002,GO:0042981,regulation of apoptotic process,2,InterPro2GO
IEA,GO_REF:0000002,GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",1,InterPro2GO
IEA,GO_REF:0000002,GO:0006805,xenobiotic metabolic process,1,InterPro2GO
IEA,GO_REF:0000002,GO:0006896,Golgi to vacuole transport,1,InterPro2GO
IEA,GO_REF:0000002,GO:0008203,cholesterol metabolic process,1,InterPro2GO
IEA,GO_REF:0000002,GO:0140911,pore-forming activity,1,InterPro2GO
IEA,GO_REF:0000002,GO:0016607,nuclear speck,1,InterPro2GO
IEA,GO_REF:0000002,GO:0016597,amino acid binding,1,InterPro2GO
IEA,GO_REF:0000002,GO:0016539,intein-mediated protein splicing,1,InterPro2GO
IEA,GO_REF:0000002,GO:0007098,centrosome cycle,1,InterPro2GO
IEA,GO_REF:0000002,GO:0009083,branched-chain amino acid catabolic process,1,InterPro2GO
IEA,GO_REF:0000002,GO:0051537,"2 iron, 2 sulfur cluster binding",1,InterPro2GO
IEA,GO_REF:0000002,GO:0045947,negative regulation of translational initiation,1,InterPro2GO
IEA,GO_REF:0000002,GO:0045900,negative regulation of translational elongation,1,InterPro2GO
IEA,GO_REF:0000002,GO:0043240,Fanconi anaemia nuclear complex,1,InterPro2GO
